"","Year","GEOID","NAME","Median Income","Median Income moe","Percent Median Income Change","Label"
"11494","2020","1984450","West Okoboji",70625,24448,0.0272727272727273,"Positive"
"11495","2020","1984495","Weston CDP",NA,NA,NA,NA
"11496","2020","1984540","Westphalia",81250,39862,0.525821596244131,"Positive"
"11497","2020","1984585","West Point",52875,4429,0.0257429968184993,"Positive"
"11498","2020","1984630","Westside",46964,8201,-0.0780164121088382,"Negative"
"11499","2020","1984765","West Union",46250,4005,-0.0414507772020725,"Negative"
"11500","2020","1984835","Westwood",98750,10712,0.0304383667421452,"Positive"
"11501","2020","1984855","Wever CDP",36417,18189,NA,NA
"11502","2020","1907930","Braddyville",43438,10865,0.0530424242424242,"Positive"
"11503","2020","1908020","Bradford CDP",NA,NA,NA,NA
"11504","2020","1908065","Bradgate",NA,NA,NA,NA
"11505","2020","1908155","Brandon",54306,10936,0.323181131523805,"Positive"
"11506","2020","1908200","Brayton",44375,16468,0.00470939841963457,"Positive"
"11507","2020","1908290","Breda",52054,16019,-0.199169230769231,"Negative"
"11508","2020","1908425","Bridgewater",48500,14526,0.12463768115942,"Positive"
"11509","2020","1908470","Brighton",52188,11630,0.067108330266225,"Positive"
"11510","2020","1908560","Bristow",NA,NA,NA,NA
"11511","2020","1908605","Britt",50882,6197,0.115221917808219,"Positive"
"11512","2020","1908650","Bronson",77813,20358,0.20485267020733,"Positive"
"11513","2020","1908695","Brooklyn",50435,6807,-0.0867195422280168,"Negative"
"11514","2020","1908875","Brunsville",64792,31657,-0.264771631205674,"Negative"
"11515","2020","1909100","Buckeye",53438,8062,0.0996830884471334,"Positive"
"11516","2020","1909145","Buck Grove",78750,39048,NA,NA
"11517","2020","1909235","Buffalo",69688,10375,0.238897777777778,"Positive"
"11518","2020","1909280","Buffalo Center",43971,15983,-0.015317433658045,"Negative"
"11519","2020","1909415","Burchinal CDP",NA,NA,NA,NA
"11520","2020","1909550","Burlington",46707,4103,-0.017522086663862,"Negative"
"11521","2020","1909640","Burr Oak CDP",37500,24885,-0.467458142209978,"Negative"
"11522","2020","1909685","Burt",50000,17656,0.0666666666666667,"Positive"
"11523","2020","1909730","Bussey",33125,14885,0.0254465529517382,"Positive"
"11524","2020","1909820","Calamus",60156,6287,0.0312516071520409,"Positive"
"11525","2020","1909910","California Junction CDP",NA,NA,NA,NA
"11526","2020","1909955","Callender",54167,11459,0.155562666666667,"Positive"
"11527","2020","1910045","Calmar",59844,8523,0.0100253164556962,"Positive"
"11528","2020","1910090","Calumet",42500,11547,-0.0340909090909091,"Negative"
"11529","2020","1910135","Camanche",52623,6806,0.0358042673805212,"Positive"
"11530","2020","1910225","Cambridge",66875,21849,-0.0815513713210553,"Negative"
"11531","2020","1910450","Cantril",42569,9349,-0.00147776318258585,"Negative"
"11532","2020","1910585","Carbon",50000,24284,0.363623967054845,"Positive"
"11533","2020","1910765","Carlisle",86087,12438,0.173167075497411,"Positive"
"11534","2020","1911035","Carpenter",45000,5812,-0.0425531914893617,"Negative"
"11535","2020","1911080","Carroll",49555,6004,0.04251693524635,"Positive"
"11536","2020","1911170","Carson",56125,10968,0.038140687716183,"Positive"
"11537","2020","1911215","Carter Lake",52163,19509,-0.113462159452064,"Negative"
"11538","2020","1911305","Cascade",57614,8512,0.0767361889810869,"Positive"
"11539","2020","1911395","Casey",45139,9009,0.160206651930294,"Positive"
"11540","2020","1911485","Castalia",43750,15256,0.217374366965329,"Positive"
"11541","2020","1911530","Castana",59722,25315,0.0386434782608696,"Positive"
"11542","2020","1911755","Cedar Falls",64809,5457,0.0551774666232498,"Positive"
"11543","2020","1912000","Cedar Rapids",60787,1897,0.0388986686264121,"Positive"
"11544","2020","1912225","Center Junction CDP",NA,NA,NA,NA
"11545","2020","1912270","Center Point",64815,14233,-0.195614133065267,"Negative"
"11546","2020","1912315","Centerville",32689,4585,-0.0607958626634104,"Negative"
"11547","2020","1912495","Central City",68500,10499,0.0861292573095706,"Positive"
"11548","2020","1912630","Centralia",63750,20151,0.0851063829787234,"Positive"
"11549","2020","1912675","Chapin CDP",60833,8028,0.363815715726936,"Positive"
"11550","2020","1912720","Chariton",48316,8998,-0.00739584189333552,"Negative"
"11551","2020","1912765","Charles City",37301,7540,-0.0915489527520701,"Negative"
"11552","2020","1912855","Charlotte",53438,7600,-0.131089430894309,"Negative"
"11553","2020","1912900","Charter Oak",41719,7634,-0.0705565209642205,"Negative"
"11554","2020","1912945","Chatsworth",54167,31128,0.00192368163069012,"Positive"
"11555","2020","1912990","Chelsea",41250,9719,-0.153846153846154,"Negative"
"11556","2020","1913080","Cherokee",46405,6614,-0.00578468130690948,"Negative"
"11557","2020","1913125","Chester",34000,17572,0.088,"Positive"
"11558","2020","1913215","Chillicothe",53125,12262,-0.0149084907934506,"Negative"
"11559","2020","1913350","Churdan",47768,9139,0.0190506666666667,"Positive"
"11560","2020","1913395","Cincinnati",46250,12530,-0.075,"Negative"
"11561","2020","1984900","What Cheer",40313,5101,-0.0111849689715225,"Negative"
"11562","2020","1984945","Wheatland",27425,16813,-0.483764705882353,"Negative"
"11563","2020","1985215","Whiting",54408,9618,0.038955087076077,"Positive"
"11564","2020","1985260","Whittemore",55313,16036,0.0269010842120897,"Positive"
"11565","2020","1985305","Whitten",41923,11271,0.0415652173913043,"Positive"
"11566","2020","1985710","Willey",90625,14834,0.0211267605633803,"Positive"
"11567","2020","1985800","Williams",53750,22901,0.0886075949367089,"Positive"
"11568","2020","1985845","Williamsburg",68094,12029,-0.0416719442685244,"Negative"
"11569","2020","1985935","Williamson",NA,NA,NA,NA
"11570","2020","1986070","Wilton",58333,10802,0.110301115383151,"Positive"
"11571","2020","1986250","Windsor Heights",69490,12342,0.0818931963257045,"Positive"
"11572","2020","1986385","Winfield",36887,7647,-0.157754132797516,"Negative"
"11573","2020","1986520","Winterset",58770,10629,0.112330841298382,"Positive"
"11574","2020","1986565","Winthrop",52368,9686,-0.121091586526358,"Negative"
"11575","2020","1986610","Wiota",63466,6089,0.279995159631325,"Positive"
"11576","2020","1986700","Woden",44375,13635,0.0544637977330514,"Positive"
"11577","2020","1986835","Woodbine",57000,8470,0.0013527045306818,"Positive"
"11578","2020","1986880","Woodburn",34750,24534,-0.0413793103448276,"Negative"
"11579","2020","1986970","Woodward",63162,8307,-0.0149100096696715,"Negative"
"11580","2020","1987015","Woolstock",68750,22709,0,"Negative"
"11581","2020","1987060","Worthington",62500,12651,-0.00498304491108529,"Negative"
"11582","2020","1987240","Wyoming",45000,15274,-0.0917347865576748,"Negative"
"11583","2020","1987285","Yale",57292,24083,0.244342122409973,"Positive"
"11584","2020","1987330","Yarmouth CDP",NA,NA,NA,NA
"11585","2020","1987375","Yetter",19271,7464,NA,NA
"11586","2020","1987420","Yorktown",53750,26021,0.116883116883117,"Positive"
"11587","2020","1987555","Zearing",54861,11953,0.0206697674418605,"Positive"
"11588","2020","1987690","Zwingle",49821,37312,0.0352415584415584,"Positive"
"11589","2020","1913530","Clarence",54063,13393,0.096479130328966,"Positive"
"11590","2020","1913575","Clarinda",48309,5557,-0.0340711415032092,"Negative"
"11591","2020","1913620","Clarion",39884,5778,-0.0438243191407748,"Negative"
"11592","2020","1913755","Clarksville",55956,5928,0.134595887911108,"Positive"
"11593","2020","1913845","Clayton",70536,9603,0.151608163265306,"Positive"
"11594","2020","1913980","Clearfield",38438,17352,-0.141855688515806,"Negative"
"11595","2020","1914025","Clear Lake",61338,7753,0.0604588440725437,"Positive"
"11596","2020","1914115","Cleghorn",57500,28800,0.179487179487179,"Positive"
"11597","2020","1914160","Clemons",62188,16211,-0.00697804391217565,"Negative"
"11598","2020","1914250","Clermont",54861,13495,0.0185095796821625,"Positive"
"11599","2020","1914385","Climbing Hill CDP",40500,11257,-0.0132059841138346,"Negative"
"11600","2020","1914430","Clinton",46066,3796,0.044722638000635,"Positive"
"11601","2020","1914475","Clio",57500,29701,-0.30999723998896,"Negative"
"11602","2020","1914520","Clive",107268,6883,0.0231688589170061,"Positive"
"11603","2020","1914655","Clutier",45625,18150,-0.109756097560976,"Negative"
"11604","2020","1914835","Coalville CDP",50417,23339,0.00582543640897756,"Positive"
"11605","2020","1914880","Coburg",44375,23582,-0.300001577461234,"Negative"
"11606","2020","1914925","Coggon",75089,31751,0.130756256964732,"Positive"
"11607","2020","1914970","Coin",40875,10629,-0.1825,"Negative"
"11608","2020","1915015","Colesburg",42366,14493,-0.146586628527688,"Negative"
"11609","2020","1915060","Colfax",71719,8333,0.25736776591455,"Positive"
"11610","2020","1915105","College Springs",39583,26433,0.0919448275862069,"Positive"
"11611","2020","1915195","Collins",61442,8150,0.107063063063063,"Positive"
"11612","2020","1915240","Colo",68393,8944,-0.0607034458132476,"Negative"
"11613","2020","1915375","Columbus City",65329,16327,0.27213070062702,"Positive"
"11614","2020","1915420","Columbus Junction",53188,11505,0.128035460541664,"Positive"
"11615","2020","1915465","Colwell",41607,25049,-0.318387339864356,"Negative"
"11616","2020","1915645","Conesville",38571,6982,-0.0104163994150396,"Negative"
"11617","2020","1915825","Conrad",57931,7868,0.179689250005091,"Positive"
"11618","2020","1915870","Conroy CDP",58438,5954,0.00651050637271788,"Positive"
"11619","2020","1915960","Conway",19333,19210,-0.531321212121212,"Negative"
"11620","2020","1916050","Coon Rapids",48641,5253,-0.0166383632540838,"Negative"
"11621","2020","1916140","Coppock",NA,NA,NA,NA
"11622","2020","1916230","Coralville",68230,9871,0.131115200344822,"Positive"
"11623","2020","1916320","Corley CDP",NA,NA,NA,NA
"11624","2020","1916500","Corning",50288,5476,0.0624973589689415,"Positive"
"11625","2020","1916545","Correctionville",45385,4563,0.0198876404494382,"Positive"
"11626","2020","1916590","Corwith",32031,14950,-0.180016895783734,"Negative"
"11627","2020","1916635","Corydon",46316,8192,-0.0396649318874536,"Negative"
"11628","2020","1916725","Cotter",88750,35073,0.151356330189536,"Positive"
"11629","2020","1916815","Coulter",47083,17094,0.0521340782122905,"Positive"
"11630","2020","1913485","Clare",56964,32565,-0.134719669466681,"Negative"
"11631","2020","1916860","Council Bluffs",53449,2530,-0.0014012405649802,"Negative"
"11632","2020","1916950","Craig",48750,30095,NA,NA
"11633","2020","1917130","Crawfordsville",57813,6738,0.0249441548771407,"Positive"
"11634","2020","1917175","Crescent",84531,18687,0.0107011334831891,"Positive"
"11635","2020","1917220","Cresco",52713,4939,0.05426,"Positive"
"11636","2020","1917265","Creston",44631,6370,0.0214679696976632,"Positive"
"11637","2020","1917490","Cromwell",41667,15279,-0.111104,"Negative"
"11638","2020","1917670","Crystal Lake",65000,35703,0.575757575757576,"Positive"
"11639","2020","1917760","Cumberland",41875,12364,0.322354501531563,"Positive"
"11640","2020","1917850","Cumming",99583,65825,-0.0401638554216867,"Negative"
"11641","2020","1917895","Curlew",52917,14364,0.0854769230769231,"Positive"
"11642","2020","1917940","Cushing",54792,8685,0.252388571428571,"Positive"
"11643","2020","1917985","Cylinder",95000,79471,0.381818181818182,"Positive"
"11644","2020","1918075","Dakota City",51364,7900,-0.0443906976744186,"Negative"
"11645","2020","1918255","Dallas Center",68333,4476,0.0218018691588785,"Positive"
"11646","2020","1918345","Dana",NA,NA,NA,NA
"11647","2020","1918390","Danbury",57083,12131,0.0724041406000488,"Positive"
"11648","2020","1918435","Danville",60500,7702,0.104780687337935,"Positive"
"11649","2020","1919000","Davenport",53140,1701,0.0413686335221149,"Positive"
"11650","2020","1919090","Davis City",35625,11806,-0.0115698351922757,"Negative"
"11651","2020","1919135","Dawson",55662,5087,0.0186483172593013,"Positive"
"11652","2020","1919180","Dayton",61406,8992,0.125002290090321,"Positive"
"11653","2020","1919360","Decatur City",45000,15390,-0.0117709065354884,"Negative"
"11654","2020","1919405","Decorah",55920,5599,-0.102926078028747,"Negative"
"11655","2020","1919450","Dedham",61250,25129,0.113636363636364,"Positive"
"11656","2020","1919495","Deep River",52054,5321,0.249286005711954,"Positive"
"11657","2020","1919585","Defiance",41328,3586,-0.122230953847461,"Negative"
"11658","2020","1919630","Delaware",60417,32997,0.510425,"Positive"
"11659","2020","1919675","Delhi",63438,21310,-0.00489411764705882,"Negative"
"11660","2020","1919720","Delmar",66705,13430,0.0347635889798958,"Positive"
"11661","2020","1919765","Deloit",40000,14457,0.185185185185185,"Positive"
"11662","2020","1919810","Delphos CDP",29464,20400,NA,NA
"11663","2020","1919855","Delta",37500,7449,0.0289477294553437,"Positive"
"11664","2020","1919945","Denison",53808,4725,-0.00704927108322569,"Negative"
"11665","2020","1919990","Denmark CDP",112308,68472,1.51693148965734,"Positive"
"11666","2020","1920035","Denver",78571,11924,0.168724341048373,"Positive"
"11667","2020","1920125","Derby",41750,8403,0.0224573261822545,"Positive"
"11668","2020","1921000","Des Moines",54843,1544,0.0246240074731434,"Positive"
"11669","2020","1921045","De Soto",73021,7700,0.089556692878139,"Positive"
"11670","2020","1921180","DeWitt",56563,9370,0.0556737588652482,"Positive"
"11671","2020","1921225","Dexter",58125,8040,0.0481471463348661,"Positive"
"11672","2020","1921270","Diagonal",61250,14231,0.11205926141109,"Positive"
"11673","2020","1921320","Diamondhead Lake CDP",91648,30717,0.0336551475232338,"Positive"
"11674","2020","1921360","Dickens",61250,21779,0.0808759948470891,"Positive"
"11675","2020","1921405","Dike",80625,13975,-0.0385074057290052,"Negative"
"11676","2020","1921540","Dixon",62083,25838,0.0347166666666667,"Positive"
"11677","2020","1921675","Dolliver",37500,25726,0.0169491525423729,"Positive"
"11678","2020","1921720","Donahue",93500,14165,0.187301587301587,"Positive"
"11679","2020","1921810","Donnellson",44333,13562,-0.172598495735429,"Negative"
"11680","2020","1921900","Doon",52375,7806,-0.0210280373831776,"Negative"
"11681","2020","1922035","Douds CDP",21000,13014,-0.00812393727564708,"Negative"
"11682","2020","1922080","Dougherty",36250,25284,-0.275,"Negative"
"11683","2020","1922215","Dow City",35341,13250,0.054955223880597,"Positive"
"11684","2020","1922260","Downey CDP",92500,17118,NA,NA
"11685","2020","1922305","Dows",40760,855,-0.0174525118117829,"Negative"
"11686","2020","1922350","Drakesville",64792,35114,NA,NA
"11687","2020","1922395","Dubuque",54938,2656,0.0129807869602095,"Positive"
"11688","2020","1922620","Dumont",41742,4054,-0.000694261569031146,"Negative"
"11689","2020","1922710","Duncan CDP",63654,47584,NA,NA
"11690","2020","1922755","Duncombe",47083,12969,0,"Negative"
"11691","2020","1922800","Dundee",45938,12820,-0.0264897855386963,"Negative"
"11692","2020","1922845","Dunkerton",69205,5145,0.0279853240445032,"Positive"
"11693","2020","1922890","Dunlap",40000,11154,-0.262101534828808,"Negative"
"11694","2020","1922935","Durango",NA,NA,NA,NA
"11695","2020","1922980","Durant",69250,7949,0.0552380952380952,"Positive"
"11696","2020","1923115","Dyersville",64280,6703,0.0469055374592834,"Positive"
"11697","2020","1923160","Dysart",60156,14252,-0.121810218978102,"Negative"
"11698","2020","1923250","Eagle Grove",55167,10158,0.0882352941176471,"Positive"
"11699","2020","1923340","Earlham",95685,6501,0.280820817605012,"Positive"
"11700","2020","1923385","Earling",45625,13500,0.0233721373617747,"Positive"
"11701","2020","1923430","Earlville",63750,18810,0.0867526977037555,"Positive"
"11702","2020","1923475","Early",58438,22300,0.230273684210526,"Positive"
"11703","2020","1923520","East Amana CDP",NA,NA,NA,NA
"11704","2020","1923790","East Peru",50417,16811,0.0341948717948718,"Positive"
"11705","2020","1923970","Eddyville",50061,6934,0.0348527131782946,"Positive"
"11706","2020","1924060","Edgewood",43750,10018,-0.179682373014831,"Negative"
"11707","2020","1924375","Elberon",51250,25490,-0.108695652173913,"Negative"
"11708","2020","1924420","Eldon",37019,9281,-0.141588405797101,"Negative"
"11709","2020","1924465","Eldora",54079,11165,0.128102966331512,"Positive"
"11710","2020","1924600","Eldridge",81150,16908,0.127694167674157,"Positive"
"11711","2020","1924645","Elgin",49659,5558,-0.0201846809518172,"Negative"
"11712","2020","1924690","Elkader",54167,13557,0.115879032590334,"Positive"
"11713","2020","1924735","Elkhart",61042,18979,0.0390127659574468,"Positive"
"11714","2020","1924780","Elk Horn",56719,7223,-0.0135826086956522,"Negative"
"11715","2020","1924825","Elkport",NA,NA,NA,NA
"11716","2020","1924870","Elk Run Heights",60208,9551,0.000864419176806969,"Positive"
"11717","2020","1924915","Elliott",57500,10175,0.0137696362770853,"Positive"
"11718","2020","1925005","Ellston",55250,13258,0.133333333333333,"Positive"
"11719","2020","1925050","Ellsworth",66250,12152,-0.033848128217468,"Negative"
"11720","2020","1925095","Elma",27330,16972,-0.433152196457461,"Negative"
"11721","2020","1925365","Ely",94773,9286,0.00812688146879554,"Positive"
"11722","2020","1925500","Emerson",53750,16215,0,"Negative"
"11723","2020","1925590","Emmetsburg",49498,2689,-0.00131146217944838,"Negative"
"11724","2020","1925725","Epworth",57731,9070,-0.178066004157294,"Negative"
"11725","2020","1925815","Essex",46991,6635,-0.104148396690434,"Negative"
"11726","2020","1925860","Estherville",53542,7621,0.151614221495709,"Positive"
"11727","2020","1925995","Evansdale",53595,6551,0.0765074518941068,"Positive"
"11728","2020","1926175","Everly",51146,7241,0.0582004013820785,"Positive"
"11729","2020","1926265","Exira",38523,6450,-0.0324014769045287,"Negative"
"11730","2020","1926310","Exline",27250,7013,-0.124497991967871,"Negative"
"11731","2020","1926355","Fairbank",72500,10173,0.0943396226415094,"Positive"
"11732","2020","1926400","Fairfax",103347,8115,0.0584168860030929,"Positive"
"11733","2020","1926445","Fairfield",42862,6309,0.0474584555229716,"Positive"
"11734","2020","1926580","Fairport CDP",54688,42672,NA,NA
"11735","2020","1926760","Farley",85024,7655,0.0796698412698413,"Positive"
"11736","2020","1926850","Farmersburg",41758,11569,0.0829918564240884,"Positive"
"11737","2020","1926895","Farmington",45313,16649,0.0592594324185329,"Positive"
"11738","2020","1926940","Farnhamville",45694,7464,-0.0208498510724923,"Negative"
"11739","2020","1926985","Farragut",53125,38247,0.26865671641791,"Positive"
"11740","2020","1927165","Fayette",34706,6322,-0.0309105632033061,"Negative"
"11741","2020","1927210","Fenton",46458,13225,-0.000903225806451613,"Negative"
"11742","2020","1927255","Ferguson",41875,9687,0.0339506172839506,"Positive"
"11743","2020","1927390","Fertile",51750,9470,0.0481012658227848,"Positive"
"11744","2020","1927975","Floris",56667,46345,0.192989473684211,"Positive"
"11745","2020","1928020","Floyd",48542,19735,-0.199307216494845,"Negative"
"11746","2020","1928245","Fonda",60347,26689,0.109829885057471,"Positive"
"11747","2020","1928290","Fontanelle",48750,11991,0.0427807486631016,"Positive"
"11748","2020","1928380","Forest City",51280,4373,0.0460609522255314,"Positive"
"11749","2020","1928425","Fort Atkinson",59792,7657,-0.0325858330906384,"Negative"
"11750","2020","1928515","Fort Dodge",44290,6193,0.0832558822090691,"Positive"
"11751","2020","1928605","Fort Madison",44334,3926,0.0384128917412283,"Positive"
"11752","2020","1928650","Fostoria",75625,14493,0.0139710121609482,"Positive"
"11753","2020","1928740","Franklin",45833,39954,-0.248639344262295,"Negative"
"11754","2020","1928920","Fraser",57500,20460,-0.241754908812786,"Negative"
"11755","2020","1928965","Fredericksburg",53511,4081,0.0998273523245776,"Positive"
"11756","2020","1929010","Frederika",38523,10414,-0.151793381332981,"Negative"
"11757","2020","1929055","Fredonia",39750,6607,0.0258064516129032,"Positive"
"11758","2020","1929190","Fremont",51125,11951,0.00131223314661757,"Positive"
"11759","2020","1929280","Fruitland",84418,3031,0.0607541811693452,"Positive"
"11760","2020","1929325","Frytown CDP",NA,NA,NA,NA
"11761","2020","1929550","Galt",31250,20794,NA,NA
"11762","2020","1929595","Galva",50625,5882,0.0438144329896907,"Positive"
"11763","2020","1929685","Garber",44625,11862,-0.154028436018957,"Negative"
"11764","2020","1929730","Garden City CDP",NA,NA,NA,NA
"11765","2020","1929775","Garden Grove",43182,16476,0.0378542072247458,"Positive"
"11766","2020","1929910","Garnavillo",68646,7394,0.288038277511962,"Positive"
"11767","2020","1929955","Garner",63625,13679,-0.0888717045438272,"Negative"
"11768","2020","1930045","Garwin",51125,5924,0.0654149126828658,"Positive"
"11769","2020","1930135","Geneva",58750,19939,0.146341463414634,"Positive"
"11770","2020","1930225","George",54671,7076,0.0207812091564285,"Positive"
"11771","2020","1930540","Gibson",43750,3060,0.0174418604651163,"Positive"
"11772","2020","1930630","Gilbert",90781,20447,0.0277133121257061,"Positive"
"11773","2020","1930675","Gilbertville",66250,19777,0.0767455467429463,"Positive"
"11774","2020","1930810","Gillett Grove",46250,15755,0.85,"Positive"
"11775","2020","1930900","Gilman",84327,22968,0.515991011235955,"Positive"
"11776","2020","1930945","Gilmore City",42917,12632,0.18391724137931,"Positive"
"11777","2020","1931035","Gladbrook",50750,8788,-0.092745539704673,"Negative"
"11778","2020","1931350","Glenwood",63852,5021,0.0310350395607944,"Positive"
"11779","2020","1931395","Glidden",65833,15536,0.00316952380952381,"Positive"
"11780","2020","1931530","Goldfield",50417,15563,-0.0230588873602418,"Negative"
"11781","2020","1931575","Goodell",55000,18824,0.128205128205128,"Positive"
"11782","2020","1931665","Goose Lake",78529,17785,0.102161403508772,"Positive"
"11783","2020","1931710","Gowrie",44514,7574,0.107093115797851,"Positive"
"11784","2020","1931800","Graettinger",59792,11447,0.263540499989434,"Positive"
"11785","2020","1931845","Graf",44167,15458,-0.0185111111111111,"Negative"
"11786","2020","1931890","Grafton",53750,16958,-0.115677596617364,"Negative"
"11787","2020","1931980","Grand Junction",42917,7889,-0.081380166527537,"Negative"
"11788","2020","1932025","Grand Mound",66750,9319,-0.014760147601476,"Negative"
"11789","2020","1932070","Grand River",34327,11826,-0.15241975308642,"Negative"
"11790","2020","1932115","Grandview",51250,18949,-0.0352941176470588,"Negative"
"11791","2020","1932160","Granger",96027,5441,0.00457160790877707,"Positive"
"11792","2020","1932295","Grant",35313,13689,0.0865538461538461,"Positive"
"11793","2020","1932475","Granville",50625,17450,-0.0689655172413793,"Negative"
"11794","2020","1932520","Gravity",41250,13589,0.114864864864865,"Positive"
"11795","2020","1932565","Gray",51250,39465,-0.689784998305167,"Negative"
"11796","2020","1932610","Greeley",69643,14217,0.0317481481481482,"Positive"
"11797","2020","1932745","Greene",45924,4815,-0.04881837575858,"Negative"
"11798","2020","1932790","Greenfield",41712,4631,-0.0274882842554382,"Negative"
"11799","2020","1932925","Green Mountain CDP",49327,9809,-0.0433644279813044,"Negative"
"11800","2020","1932970","Greenville",47500,27626,0.0555555555555556,"Positive"
"11801","2020","1933060","Grimes",89113,17213,0.0874069554606467,"Positive"
"11802","2020","1933105","Grinnell",50668,6693,0.083807486631016,"Positive"
"11803","2020","1933150","Griswold",56250,7186,0.139240506329114,"Positive"
"11804","2020","1933195","Grundy Center",69432,5054,0.0879518638649932,"Positive"
"11805","2020","1933240","Gruver",48906,8071,0.1856,"Positive"
"11806","2020","1933285","Guernsey",32083,23886,0.0198677601881874,"Positive"
"11807","2020","1933420","Guthrie Center",51650,6904,0.0207913356259141,"Positive"
"11808","2020","1930000","Garrison",42788,6100,0.0259681093394077,"Positive"
"11809","2020","1933465","Guttenberg",41944,7829,0.00433397983861313,"Positive"
"11810","2020","1933645","Halbur",48750,16237,-0.235294117647059,"Negative"
"11811","2020","1933780","Hamburg",42075,6860,0.0267203513909224,"Positive"
"11812","2020","1933870","Hamilton",52500,12167,0.0769230769230769,"Positive"
"11813","2020","1933960","Hampton",42238,7570,-0.202469741885538,"Negative"
"11814","2020","1934005","Hancock",51667,24328,0.301829268292683,"Positive"
"11815","2020","1934185","Hanlontown",62321,15669,-0.144612048258918,"Negative"
"11816","2020","1934365","Hansell",59375,31506,-0.171515481323343,"Negative"
"11817","2020","1934410","Harcourt",41875,13363,-0.182926829268293,"Negative"
"11818","2020","1934455","Hardy",2499,NA,NA,NA
"11819","2020","1934500","Harlan",50379,9021,-0.0323454276549565,"Negative"
"11820","2020","1934545","Harper",44167,30029,-0.380112280701754,"Negative"
"11821","2020","1934590","Harpers Ferry",46875,20853,-0.0898058252427184,"Negative"
"11822","2020","1934635","Harris",43856,478,0.253028571428571,"Positive"
"11823","2020","1934680","Hartford",62250,8370,-0.0376885975760574,"Negative"
"11824","2020","1934725","Hartley",39886,9470,-0.0376625570005067,"Negative"
"11825","2020","1934770","Hartwick",67500,19455,0.0253216471982137,"Positive"
"11826","2020","1934860","Harvey",46667,16701,0.00901621621621622,"Positive"
"11827","2020","1935130","Havelock",45000,22178,0.241379310344828,"Positive"
"11828","2020","1935220","Haverhill",64375,24997,-0.172696079061339,"Negative"
"11829","2020","1935265","Hawarden",52850,5742,0.0487359606302338,"Positive"
"11830","2020","1935310","Hawkeye",43333,15357,-0.215692307692308,"Negative"
"11831","2020","1935445","Hayesville",47500,30550,-0.0256410256410256,"Negative"
"11832","2020","1935490","Hayfield CDP",NA,NA,NA,NA
"11833","2020","1935580","Hazleton",45000,6616,-0.00552486187845304,"Negative"
"11834","2020","1935670","Hedrick",50000,6307,0.142857142857143,"Positive"
"11835","2020","1935715","Henderson",61042,11063,0.162704761904762,"Positive"
"11836","2020","1935760","Hepburn",NA,NA,NA,NA
"11837","2020","1935940","Hiawatha",52383,10029,0.0869871967794816,"Positive"
"11838","2020","1936030","High Amana CDP",NA,NA,NA,NA
"11839","2020","1936345","Hills",62083,10692,0.13038490950803,"Positive"
"11840","2020","1936390","Hillsboro",32500,12914,-0.00635930047694754,"Negative"
"11841","2020","1936480","Hinton",85000,13892,0.242000058447062,"Positive"
"11842","2020","1936660","Holiday Lake CDP",68654,22194,0.0346625674412997,"Positive"
"11843","2020","1936705","Holland",60625,8533,0.106457147028763,"Positive"
"11844","2020","1936840","Holstein",54688,11130,-0.0709431910845338,"Negative"
"11845","2020","1936885","Holy Cross",68750,9492,0.0248498129183251,"Positive"
"11846","2020","1936975","Homestead CDP",NA,NA,NA,NA
"11847","2020","1937155","Hopkinton",58281,10506,-0.0100891719745223,"Negative"
"11848","2020","1937200","Hornick",71667,17462,0.0955409144412003,"Positive"
"11849","2020","1937290","Hospers",62159,7485,-0.0217651317238992,"Negative"
"11850","2020","1937335","Houghton",91250,24125,0.403846153846154,"Positive"
"11851","2020","1937425","Hubbard",60114,5935,-0.039651095916672,"Negative"
"11852","2020","1937470","Hudson",105000,10305,0.188495364868077,"Positive"
"11853","2020","1937515","Hull",71042,13289,0.00590442477876106,"Positive"
"11854","2020","1937560","Humboldt",55640,5093,0.0153099395996423,"Positive"
"11855","2020","1937605","Humeston",43207,5078,0.155699994650404,"Positive"
"11856","2020","1937875","Hutchins CDP",NA,NA,NA,NA
"11857","2020","1937920","Huxley",109583,10113,0.049072824224322,"Positive"
"11858","2020","1938010","Ida Grove",52039,9827,0.0473152471421671,"Positive"
"11859","2020","1938055","Imogene",36250,19791,-0.275,"Negative"
"11860","2020","1938100","Independence",58631,11772,0.0838124110394292,"Positive"
"11861","2020","1938280","Indianola",62761,6934,0.0313372991093437,"Positive"
"11862","2020","1938415","Inwood",53947,5823,-0.0496432660970669,"Negative"
"11863","2020","1938460","Ionia",61585,9354,-0.0339607843137255,"Negative"
"11864","2020","1938595","Iowa City",48148,1937,-0.018889454915945,"Negative"
"11865","2020","1938640","Iowa Falls",45331,7031,-0.0123319606945988,"Negative"
"11866","2020","1938820","Ireton",67824,10567,0.0141906542056075,"Positive"
"11867","2020","1938955","Irvington CDP",NA,NA,NA,NA
"11868","2020","1934995","Hastings",55625,13130,-0.0111111111111111,"Negative"
"11869","2020","1939000","Irwin",64063,17924,0.0216080882821969,"Positive"
"11870","2020","1939135","Jackson Junction",NA,NA,NA,NA
"11871","2020","1939180","Jacksonville CDP",NA,NA,NA,NA
"11872","2020","1939225","Jamaica",39063,6400,0.0274059072617764,"Positive"
"11873","2020","1939405","Janesville",72500,20085,0.137254901960784,"Positive"
"11874","2020","1939450","Jefferson",44215,6442,-0.0389714832203095,"Negative"
