"","Year","GEOID","NAME","Total Workforce","Total Workforce moe","Workforce Commuting","Workforce Commuting moe","Percent Workforce Commuting","moe"
"10777","2019","1930900","Gilman",245,47,215,48,0.877551020408163,0.258310971947501
"10778","2019","1975135","State Center",768,119,595,107,0.774739583333333,0.183906240581507
"10779","2019","1921720","Donahue",193,52,178,52,0.922279792746114,0.36652391384245
"10780","2019","1925500","Emerson",236,49,200,48,0.847457627118644,0.268938004724623
"10781","2019","1949845","Martelle",132,37,119,34,0.901515151515151,0.360834118993666
"10782","2019","1959250","Onslow",107,32,96,32,0.897196261682243,0.401790929045557
"10783","2019","1945975","Livermore",170,32,150,32,0.882352941176471,0.251034664055466
"10784","2019","1931890","Grafton",150,41,118,34,0.786666666666667,0.312429726222011
"10785","2019","1935310","Hawkeye",217,63,184,61,0.847926267281106,0.373659338980379
"10786","2019","1941475","Kinross",35,24,34,24,0.971428571428571,0.955993304718826
"10787","2019","1966720","Richland",310,68,248,59,0.8,0.258876946971446
"10788","2019","1971355","Searsboro",74,32,72,32,0.972972972972973,0.603344198644981
"10789","2019","1925590","Emmetsburg",1853,134,667,114,0.359956826767404,0.0668020753750922
"10790","2019","1932295","Grant",31,15,19,10,0.612903225806452,0.438189126589987
"10791","2019","1921270","Diagonal",159,50,121,42,0.761006289308176,0.356433823651231
"10792","2019","1940350","Kellerton",98,34,81,32,0.826530612244898,0.434569865663393
"10793","2019","1915195","Collins",204,46,171,45,0.838235294117647,0.290491654915682
"10794","2019","1962445","Persia",144,43,123,34,0.854166666666667,0.347571469082499
"10795","2019","1928740","Franklin",83,42,82,42,0.987951807228916,0.711328202671636
"10796","2019","1904195","Badger",248,64,229,60,0.923387096774194,0.339582897045734
"10797","2019","1915240","Colo",493,71,462,67,0.937119675456389,0.191530277257727
"10798","2019","1930630","Gilbert",562,96,508,87,0.903914590747331,0.21864439387195
"10799","2019","1927255","Ferguson",52,21,49,21,0.942307692307692,0.554894577271925
"10800","2019","1945660","Liscomb",144,38,131,35,0.909722222222222,0.341624777891592
"10801","2019","1948045","McIntire",49,28,48,28,0.979591836734694,0.799918397184491
"10802","2019","1907390","Bondurant",3355,255,2857,256,0.851564828614009,0.100057486810343
"10803","2019","1902935","Armstrong",373,63,287,60,0.769436997319035,0.206795758563718
"10804","2019","1916590","Corwith",111,36,78,29,0.702702702702703,0.346695093811599
"10805","2019","1940260","Kanawha",419,82,294,71,0.701670644391408,0.218106377129699
"10806","2019","1941655","Klemme",320,95,262,85,0.81875,0.360052660693252
"10807","2019","1956595","New Virginia",216,46,189,40,0.875,0.26271108584565
"10808","2019","1937605","Humeston",198,52,152,40,0.767676767676768,0.285411269902719
"10809","2019","1962985","Pioneer",2,5,2,5,1,3.53553390593274
"10810","2019","1984090","Westfield",67,36,61,33,0.91044776119403,0.694194171386619
"10811","2019","1918390","Danbury",167,37,122,32,0.730538922155689,0.250827284996469
"10812","2019","1908560","Bristow",63,20,61,20,0.968253968253968,0.441887856253842
"10813","2019","1911305","Cascade",1009,132,559,102,0.554013875123885,0.124387375021347
"10814","2019","1958980","Olin",344,72,296,69,0.86046511627907,0.269569938249591
"10815","2019","1976935","Tabor",556,93,395,82,0.710431654676259,0.189398514367147
"10816","2019","1911215","Carter Lake",1828,243,1641,263,0.897702407002188,0.186922323521862
"10817","2019","1900775","Akron",753,118,453,89,0.601593625498008,0.151186356241907
"10818","2019","1984180","Westgate",103,25,92,22,0.893203883495146,0.304339624164869
"10819","2019","1958170","Oakland Acres",77,18,71,17,0.922077922077922,0.308553984426539
"10820","2019","1964470","Prairie City",1092,152,832,137,0.761904761904762,0.164276744901235
"10821","2019","1959925","Oskaloosa",5446,291,2226,208,0.408740359897172,0.0439968893997716
"10822","2019","1952590","Minden",318,70,298,70,0.937106918238994,0.301674288798777
"10823","2019","1972300","Shelby",388,77,247,57,0.63659793814433,0.193758360752745
"10824","2019","1944310","Leighton",125,51,99,42,0.792,0.466168289886818
"10825","2019","1912990","Chelsea",127,59,124,58,0.976377952755906,0.643673009055151
"10826","2019","1953670","Montour",151,57,139,57,0.920529801324503,0.513068619501764
"10827","2019","1934500","Harlan",2426,156,869,149,0.358202802967848,0.0655950940096925
"10828","2019","1903970","Avoca",717,81,448,72,0.624825662482566,0.122745189631207
"10829","2019","1917175","Crescent",331,61,274,52,0.827794561933535,0.218982019569849
"10830","2019","1904555","Barnes City",112,32,98,32,0.875,0.379648064740523
"10831","2019","1922935","Durango",2,3,2,3,1,2.12132034355964
"10832","2019","1926760","Farley",955,120,735,109,0.769633507853403,0.149597688253224
"10833","2019","1962130","Peosta",1112,154,893,119,0.803057553956835,0.154339924273604
"10834","2019","1944355","Leland",134,31,131,31,0.977611940298508,0.323527201336875
"10835","2019","1977745","Thompson",175,44,133,40,0.76,0.297923896596539
"10836","2019","1928425","Fort Atkinson",226,64,189,56,0.836283185840708,0.342759532546331
"10837","2019","1939135","Jackson Junction",29,21,23,17,0.793103448275862,0.820656887300902
"10838","2019","1937470","Hudson",1309,157,1091,147,0.833460656990069,0.150346398306686
"10839","2019","1943365","La Porte City",1302,232,1030,224,0.791090629800307,0.222416707367994
"10840","2019","1982425","Waterloo",32738,792,10311,702,0.314955098051194,0.022756461150717
"10841","2019","1975855","Strawberry Point",683,119,482,106,0.705710102489019,0.198001743259478
"10842","2019","1903160","Asbury",2665,202,2432,206,0.912570356472795,0.103728386530057
"10843","2019","1925725","Epworth",1044,106,868,107,0.831417624521073,0.132779297168811
"10844","2019","1972660","Sherrill",136,53,122,50,0.897058823529412,0.507323268678199
"10845","2019","1903520","Atlantic",3151,196,791,137,0.251031418597271,0.0461971902453326
"10846","2019","1917760","Cumberland",99,34,83,31,0.838383838383838,0.425387812197044
"10847","2019","1950250","Massena",143,40,125,39,0.874125874125874,0.366286314705933
"10848","2019","1921045","De Soto",540,85,469,76,0.868518518518518,0.196208872154099
"10849","2019","1952545","Minburn",183,50,158,46,0.863387978142076,0.344721569003426
"10850","2019","1922395","Dubuque",29378,620,5205,424,0.177173395057526,0.014909056381517
"10851","2019","1939585","Jesup",1540,119,1146,114,0.744155844155844,0.0937359817386049
"10852","2019","1928650","Fostoria",143,45,137,44,0.958041958041958,0.430773481984061
"10853","2019","1974280","Spencer",5006,285,1079,219,0.215541350379545,0.0454359405041988
"10854","2019","1953985","Moravia",245,54,178,45,0.726530612244898,0.243677266104575
"10855","2019","1939405","Janesville",509,73,416,67,0.817288801571709,0.17625498989028
"10856","2019","1979905","Urbana",824,114,744,106,0.902912621359223,0.179312121583278
"10857","2019","1958620","Oelwein",2648,177,982,156,0.370845921450151,0.0639150602177682
"10858","2019","1923160","Dysart",674,123,450,95,0.667655786350148,0.186312387047038
"10859","2019","1945255","Lincoln",60,23,53,23,0.883333333333333,0.511470359857094
"10860","2019","1932115","Grandview",206,54,204,53,0.990291262135922,0.365487674246357
"10861","2019","1982200","Wapello",1054,169,796,163,0.755218216318786,0.196417365300024
"10862","2019","1964650","Primghar",442,76,275,60,0.622171945701357,0.172834652010177
"10863","2019","1929955","Garner",1636,115,691,129,0.422371638141809,0.0842552660887243
"10864","2019","1919855","Delta",112,53,104,54,0.928571428571429,0.652338679231016
"10865","2019","1940980","Keota",461,96,381,95,0.82646420824295,0.268489555279325
"10866","2019","1916950","Craig",31,15,29,14,0.935483870967742,0.639413319148624
"10867","2019","1975945","Struble",61,27,54,26,0.885245901639344,0.578966719770928
"10868","2019","1902350","Anthon",314,74,227,60,0.722929936305732,0.256006374375232
"10869","2019","1908650","Bronson",133,29,120,27,0.902255639097744,0.282693655250715
"10870","2019","1972345","Sheldahl",180,42,155,40,0.861111111111111,0.299589625585689
"10871","2019","1964740","Princeton",588,88,512,83,0.870748299319728,0.192113054092799
"10872","2019","1943050","La Motte",95,25,86,23,0.905263157894737,0.339657374317245
"10873","2019","1949215","Maquoketa",2595,215,1141,180,0.439691714836223,0.0783484014440543
"10874","2019","1964605","Preston",498,83,369,64,0.740963855421687,0.178231940829525
"10875","2019","1969510","Sabula",205,55,178,54,0.868292682926829,0.351647600026623
"10876","2019","1987690","Zwingle",37,17,33,15,0.891891891891892,0.576437233506104
"10877","2019","1956370","New Market",239,56,201,49,0.841004184100418,0.284366661442336
"10878","2019","1953895","Moorland",96,42,78,40,0.8125,0.547694388630807
"10879","2019","1981075","Vincent",85,32,79,33,0.929411764705882,0.522641358882444
"10880","2019","1949395","Marengo",1199,125,798,119,0.665554628857381,0.121098781542699
"10881","2019","1904105","Ayrshire",54,19,48,18,0.888888888888889,0.457086620119868
"10882","2019","1948585","Mallard",102,28,74,27,0.725490196078431,0.331257585825821
"10883","2019","1901855","Ames",34301,959,7667,834,0.223521180140521,0.0251044212867889
"10884","2019","1969780","St. Anthony",20,12,20,12,1,0.848528137423857
"10885","2019","1921540","Dixon",113,36,111,36,0.982300884955752,0.446576581038553
"10886","2019","1956280","New Liberty",60,25,47,21,0.783333333333333,0.478570482572968
"10887","2019","1911530","Castana",68,35,66,34,0.970588235294118,0.706801005324088
"10888","2019","1950970","Melrose",52,25,43,24,0.826923076923077,0.609156011544404
"10889","2019","1914025","Clear Lake",3820,218,2042,243,0.53455497382199,0.0705491002449458
"10890","2019","1951420","Meservey",98,29,83,26,0.846938775510204,0.36496588711069
"10891","2019","1905635","Bellevue",1051,135,529,111,0.503330161750714,0.123831233307102
"10892","2019","1969960","St. Donatus",59,23,52,23,0.88135593220339,0.519629339895123
"10893","2019","1912720","Chariton",2089,150,511,113,0.244614648157013,0.0568730976484698
"10894","2019","1951060","Melvin",125,34,87,24,0.696,0.269635000220669
"10895","2019","1937290","Hospers",417,68,264,55,0.633093525179856,0.167494166963192
"10896","2019","1959475","Orange City",3358,186,1051,162,0.312983918999404,0.0512633549548515
"10897","2019","1968205","Rock Valley",1966,217,823,170,0.418616480162767,0.0980407886547858
"10898","2019","1958080","Oakland",803,110,475,84,0.591531755915318,0.13232127337215
"10899","2019","1959070","Ollie",72,17,66,15,0.916666666666667,0.300411329952655
"10900","2019","1974055","South English",175,52,164,51,0.937142857142857,0.403080065196441
"10901","2019","1983055","Webster",75,32,74,32,0.986666666666667,0.599388633381682
"10902","2019","1921180","DeWitt",2252,243,1301,184,0.577708703374778,0.102769885525552
"10903","2019","1954795","Mount Union CDP",71,46,67,46,0.943661971830986,0.890815129769214
"10904","2019","1954750","Mount Sterling CDP",22,30,10,14,0.454545454545455,0.888343259291589
"10905","2019","1941520","Kirkman",42,22,42,22,1,0.740778532671621
"10906","2019","1934005","Hancock",74,25,57,19,0.77027027027027,0.365570558988468
"10907","2019","1968700","Rose Hill",66,35,64,33,0.96969696969697,0.717241818823844
"10908","2019","1906085","Bernard",102,40,100,40,0.980392156862745,0.549183278298165
"10909","2019","1912630","Centralia",82,25,77,24,0.939024390243902,0.409419187389241
"10910","2019","1966810","Rickardsville",100,27,87,23,0.87,0.328752201513541
"10911","2019","1987060","Worthington",242,40,210,33,0.867768595041322,0.19790911244701
"10912","2019","1920035","Denver",876,104,666,89,0.76027397260274,0.135901462630424
"10913","2019","1900505","Adel",2352,163,1755,189,0.746173469387755,0.0955582860254249
"10914","2019","1919135","Dawson",78,35,78,35,1,0.634583008757158
"10915","2019","1979500","Underwood",485,68,422,65,0.870103092783505,0.18122919782555
"10916","2019","1905050","Beacon",297,97,290,96,0.976430976430976,0.454067647653082
"10917","2019","1926400","Fairfax",1314,137,1131,128,0.860730593607306,0.132448841194696
"10918","2019","1931035","Gladbrook",491,70,384,58,0.782077393075356,0.162436371294657
"10919","2019","1955560","Neola",476,69,395,60,0.829831932773109,0.174237126282778
"10920","2019","1919675","Delhi",263,70,186,59,0.707224334600761,0.292845151778669
"10921","2019","1909685","Burt",216,55,168,41,0.777777777777778,0.27432023603492
"10922","2019","1978735","Traer",748,120,485,76,0.648395721925134,0.145408858721269
"10923","2019","1974955","Stanley",72,35,40,19,0.555555555555556,0.377585331842672
"10924","2019","1927390","Fertile",170,31,161,32,0.947058823529412,0.255455392203652
"10925","2019","1926355","Fairbank",655,104,412,94,0.629007633587786,0.174843204280273
"10926","2019","1927165","Fayette",508,113,185,48,0.364173228346457,0.124459462885854
"10927","2019","1943410","Larchwood",582,82,464,74,0.797250859106529,0.169658505237579
"10928","2019","1980535","Varina",19,14,14,14,0.736842105263158,0.915268321866389
"10929","2019","1950700","Mechanicsville",610,126,510,105,0.836065573770492,0.243829595834076
"10930","2019","1944580","Le Roy",0,10,0,10,NA,NA
"10931","2019","1965595","Randall",75,21,69,20,0.92,0.370767947793645
"10932","2019","1916050","Coon Rapids",532,61,305,56,0.573308270676692,0.124103249388399
"10933","2019","1981840","Walford",833,101,766,92,0.919567827130852,0.156937322721659
"10934","2019","1962760","Pierson",184,45,162,45,0.880434782608696,0.325847282753962
"10935","2019","1903385","Atalissa",235,76,212,70,0.902127659574468,0.416949776732935
"10936","2019","1908875","Brunsville",88,29,75,30,0.852272727272727,0.441704437605245
"10937","2019","1917940","Cushing",66,24,49,17,0.742424242424242,0.373135894302024
"10938","2019","1970320","Salix",242,51,221,49,0.913223140495868,0.279351462126968
"10939","2019","1960690","Oxford Junction",192,45,170,41,0.885416666666667,0.297765678433559
"10940","2019","1957720","Norway",283,63,228,51,0.80565371024735,0.254249802477604
"10941","2019","1913620","Clarion",1163,134,490,100,0.421324161650903,0.098741693387602
"10942","2019","1959655","Orleans",232,50,219,50,0.943965517241379,0.296371149800392
"10943","2019","1935265","Hawarden",1033,157,550,122,0.5324298160697,0.14316581093653
"10944","2019","1986070","Wilton",1470,176,900,156,0.612244897959184,0.128977801474103
"10945","2019","1943950","Leando CDP",30,39,30,39,1,1.83847763108502
"10946","2019","1968160","Rock Rapids",1240,89,593,102,0.478225806451613,0.0891321759987229
"10947","2019","1947010","Low Moor",133,52,121,49,0.909774436090226,0.512110803392797
"10948","2019","1934545","Harper",41,20,38,19,0.926829268292683,0.647424310150563
"10949","2019","1946515","Lorimor",148,41,148,41,1,0.39177537876552
"10950","2019","1900595","Afton",426,75,351,71,0.823943661971831,0.220953224824389
"10951","2019","1986250","Windsor Heights",2454,230,2276,216,0.927465362673187,0.123707788727786
"10952","2019","1948675","Maloy",22,21,20,21,0.909090909090909,1.29003075906483
"10953","2019","1945435","Lineville",141,44,115,41,0.815602836879433,0.386433242052683
"10954","2019","1917670","Crystal Lake",122,35,113,33,0.926229508196721,0.379175122912577
"10955","2019","1955695","Nevada",3389,230,2475,238,0.730303924461493,0.0859556721869396
"10956","2019","1925005","Ellston",18,12,14,11,0.777777777777778,0.801447592903052
"10957","2019","1971940","Shannon City",37,23,33,21,0.891891891891892,0.793418985398554
"10958","2019","1950520","Maxwell",410,75,366,73,0.892682926829268,0.241592301080816
"10959","2019","1900955","Albion",276,61,246,59,0.891304347826087,0.29069284774627
"10960","2019","1982470","Waterville",54,20,46,19,0.851851851851852,0.472589048155672
"10961","2019","1918435","Danville",462,67,389,61,0.841991341991342,0.179842308868995
"10962","2019","1950790","Mediapolis",818,117,560,92,0.684596577017115,0.149122495739903
"10963","2019","1933195","Grundy Center",1277,105,647,94,0.506656225528583,0.0845809161235118
"10964","2019","1948495","Magnolia",95,26,83,25,0.873684210526316,0.355566278701859
"10965","2019","1952995","Modale",151,42,133,40,0.880794701986755,0.360821418234662
"10966","2019","1959835","Osceola",2417,223,618,144,0.255688870500621,0.0640785135821201
"10967","2019","1929775","Garden Grove",75,27,65,26,0.866666666666667,0.466392300298555
"10968","2019","1942960","Lamoni",1327,130,305,87,0.229841748304446,0.0693202222608611
"10969","2019","1955065","Murray",348,76,309,75,0.887931034482759,0.289915653138779
"10970","2019","1923250","Eagle Grove",1398,147,719,133,0.514306151645207,0.109432275030678
"10971","2019","1956100","New Hampton",1823,143,616,132,0.337904552934723,0.0771070757504949
"10972","2019","1952095","Milford",1558,115,1054,126,0.676508344030809,0.0950469100353976
"10973","2019","1958710","Okoboji",453,113,330,87,0.728476821192053,0.264396443403999
"10974","2019","1911395","Casey",163,40,145,39,0.889570552147239,0.323885549318002
"10975","2019","1939000","Irwin",198,53,139,39,0.702020202020202,0.272229536014312
"10976","2019","1977430","Tennant",42,23,37,23,0.880952380952381,0.729809399751928
"10977","2019","1901585","Alton",713,96,598,81,0.838709677419355,0.160181854998202
"10978","2019","1950385","Matlock",63,24,51,21,0.80952380952381,0.454109587211119
"10979","2019","1947955","Macedonia",123,38,106,34,0.861788617886179,0.383790593140703
"10980","2019","1952230","Millersburg",64,34,55,31,0.859375,0.665620479657938
"10981","2019","1910225","Cambridge",439,80,396,76,0.902050113895216,0.238730939969743
"10982","2019","1987555","Zearing",276,62,206,48,0.746376811594203,0.241572107332604
"10983","2019","1914160","Clemons",76,32,75,32,0.986842105263158,0.591553824635345
"10984","2019","1943680","Laurel",108,31,84,25,0.777777777777778,0.321597105291792
"10985","2019","1912855","Charlotte",167,43,145,42,0.868263473053892,0.336499605567022
"10986","2019","1984945","Wheatland",283,56,199,45,0.703180212014134,0.211295428460726
"10987","2019","1949305","Marble Rock",188,52,161,47,0.856382978723404,0.344395544683325
"10988","2019","1904825","Batavia",359,107,311,101,0.866295264623955,0.381860546416789
"10989","2019","1961860","Patterson",94,33,91,34,0.968085106382979,0.496319474786141
"10990","2019","1972525","Shenandoah",2383,191,891,163,0.373898447335292,0.0746781318747196
"10991","2019","1983775","West Chester",43,23,38,21,0.883720930232558,0.679662555481315
"10992","2019","1916500","Corning",693,71,343,53,0.494949494949495,0.0917630814078675
"10993","2019","1913395","Cincinnati",130,30,123,28,0.946153846153846,0.30669901118762
"10994","2019","1963345","Plano",25,14,20,14,0.8,0.717149914592479
"10995","2019","1901315","Allison",524,73,313,63,0.597328244274809,0.146218488462059
"10996","2019","1961590","Parkersburg",892,100,648,90,0.726457399103139,0.129664490974541
"10997","2019","1981570","Wadena",100,39,77,31,0.77,0.431601772470874
"10998","2019","1940440","Kellogg",245,54,212,49,0.86530612244898,0.276359044994409
"10999","2019","1976035","Sully",456,73,311,55,0.682017543859649,0.162691711020247
"11000","2019","1902080","Andover",63,27,53,24,0.841269841269841,0.52451582384221
"11001","2019","1978600","Toronto",43,19,41,19,0.953488372093023,0.610525829686849
"11002","2019","1915465","Colwell",43,34,39,29,0.906976744186046,0.984447331330685
"11003","2019","1963615","Pleasant Plain",36,19,35,19,0.972222222222222,0.736096956796391
"11004","2019","1908470","Brighton",308,82,278,80,0.902597402597403,0.353850262826716
"11005","2019","1969915","St. Charles",410,77,381,75,0.929268292682927,0.252823744192324
"11006","2019","1906895","Blanchard",11,7,10,7,0.909090909090909,0.860020506043219
"11007","2019","1935760","Hepburn",8,10,8,10,1,1.76776695296637
"11008","2019","1971895","Shambaugh",49,24,41,19,0.836734693877551,0.564193249985162
"11009","2019","1987420","Yorktown",14,9,14,9,1,0.90913729009699
"11010","2019","1980400","Van Horne",514,85,392,73,0.762645914396887,0.189938157981806
"11011","2019","1981210","Vinton",2340,224,945,162,0.403846153846154,0.0792931299465613
"11012","2019","1986880","Woodburn",64,35,50,30,0.78125,0.634244264557933
"11013","2019","1931530","Goldfield",330,97,253,79,0.766666666666667,0.328776024239734
"11014","2019","1902485","Arcadia",267,46,219,44,0.820224719101124,0.21708565420854
"11015","2019","1916140","Coppock",15,14,15,14,1,1.31993265821489
"11016","2019","1983280","Wellman",647,131,488,108,0.754250386398764,0.226242511694454
"11017","2019","1918075","Dakota City",423,68,370,61,0.874704491725768,0.201415930666683
"11018","2019","1960420","Ottosen",11,7,10,6,0.909090909090909,0.79510832864831
"11019","2019","1902395","Aplington",540,84,411,78,0.761111111111111,0.186766132295271
"11020","2019","1960915","Packwood",151,44,128,42,0.847682119205298,0.371991051974768
"11021","2019","1982335","Washington",3473,219,1387,216,0.399366541894616,0.0670991505089009
"11022","2019","1907210","Bode",146,45,124,46,0.849315068493151,0.409627155719522
"11023","2019","1944805","Lewis",207,70,186,71,0.898550724637681,0.458230518297174
"11024","2019","1956460","New Sharon",568,84,488,71,0.859154929577465,0.178237949715921
"11025","2019","1947460","Luxemburg",122,31,94,26,0.770491803278688,0.289392436868893
"11026","2019","1926850","Farmersburg",127,38,113,35,0.889763779527559,0.383181136532771
"11027","2019","1903745","Aurelia",498,110,404,102,0.811244979919679,0.272140089415019
"11028","2019","1949350","Marcus",618,109,383,98,0.619741100323625,0.19259907457311
"11029","2019","1936840","Holstein",698,93,260,61,0.372492836676218,0.100501781382526
"11030","2019","1942645","Lakeside",464,126,443,125,0.954741379310345,0.373886499351649
"11031","2019","1955965","Newell",502,72,393,69,0.782868525896414,0.1774830658024
"11032","2019","1966360","Rembrandt",96,37,91,36,0.947916666666667,0.523546006944444
"11033","2019","1966855","Ricketts",33,16,30,15,0.909090909090909,0.633159500526788
"11034","2019","1911035","Carpenter",83,38,79,37,0.951807228915663,0.623390426121829
"11035","2019","1933060","Grimes",6746,644,5528,600,0.819448562110881,0.118449141630509
"11036","2019","1908695","Brooklyn",973,140,762,130,0.783144912641315,0.174780814011841
"11037","2019","1905095","Beaconsfield",0,10,0,10,NA,NA
"11038","2020","1954750","Mount Sterling CDP",26,34,11,15,0.423076923076923,0.799331414188786
"11039","2020","1954795","Mount Union CDP",64,30,59,29,0.921875,0.626145076832695
"11040","2020","1954840","Mount Vernon",1928,190,1231,199,0.638485477178423,0.120882517355985
"11041","2020","1954930","Moville",914,141,706,131,0.772428884026258,0.1863907718424
"11042","2020","1955065","Murray",348,78,308,79,0.885057471264368,0.301474442517548
"11043","2020","1955110","Muscatine",11641,434,3284,385,0.282106348251868,0.0347048289487211
"11044","2020","1955200","Mystic",124,33,113,30,0.911290322580645,0.342562581788277
"11045","2020","1955335","Nashua",714,125,537,108,0.752100840336134,0.200541297572936
"11046","2020","1955515","Nemaha",57,29,53,29,0.929824561403509,0.694724989777053
"11047","2020","1955560","Neola",469,87,378,79,0.805970149253731,0.225224221479507
"11048","2020","1955695","Nevada",3232,286,2323,275,0.71875,0.106230798430802
"11049","2020","1955785","New Albin",220,75,162,63,0.736363636363636,0.380817184966158
"11050","2020","1955965","Newell",422,69,328,63,0.777251184834123,0.196056396419526
"11051","2020","1956055","Newhall",504,122,453,113,0.898809523809524,0.312417580516923
"11052","2020","1956100","New Hampton",1681,181,558,115,0.331945270672219,0.0771857299313835
"11053","2020","1956145","New Hartford",310,81,261,77,0.841935483870968,0.331800499379067
"11054","2020","1956190","New Haven CDP",20,20,20,20,1,1.4142135623731
"11055","2020","1956280","New Liberty",62,24,49,20,0.790322580645161,0.444580978149002
"11056","2020","1956325","New London",1113,175,830,146,0.745732255166217,0.175942570679469
"11057","2020","1956370","New Market",230,48,191,41,0.830434782608696,0.248621489493
"11058","2020","1956415","New Providence",121,37,116,37,0.958677685950413,0.423604884447048
"11059","2020","1956460","New Sharon",569,117,440,96,0.773286467486819,0.2318370279598
"11060","2020","1956505","Newton",7106,394,3085,407,0.43414016324233,0.0621282464728843
"11061","2020","1956550","New Vienna",243,50,214,43,0.880658436213992,0.253275321893725
"11062","2020","1956595","New Virginia",185,50,165,43,0.891891891891892,0.334859427439058
"11063","2020","1956685","Nichols",186,54,168,50,0.903225806451613,0.375533764971696
"11064","2020","1956865","Nodaway",26,18,26,18,1,0.979070927796758
"11065","2020","1956910","Nora Springs",743,123,584,111,0.78600269179004,0.19811510557849
"11066","2020","1957045","Northboro",39,40,37,40,0.948717948717949,1.41377304991091
"11067","2020","1957135","North Buena Vista",55,28,38,18,0.690909090909091,0.480442843779492
"11068","2020","1957225","North English",485,99,397,95,0.818556701030928,0.257459763469303
"11069","2020","1957360","North Liberty",10464,629,9004,639,0.860474006116208,0.0800279552465769
"11070","2020","1957495","North Washington",85,39,85,39,1,0.648874458030008
"11071","2020","1957630","Northwood",1140,136,650,111,0.570175438596491,0.118774813283829
"11072","2020","1957675","Norwalk",6227,379,4730,414,0.759595310743536,0.080979057173737
"11073","2020","1957720","Norway",264,69,213,56,0.806818181818182,0.299103331437053
"11074","2020","1957945","Numa",32,29,31,28,0.96875,1.2395102001169
"11075","2020","1958048","Oak Hills CDP",49,36,49,36,1,1.03901404582513
"11076","2020","1958080","Oakland",749,104,441,98,0.588785046728972,0.154282512006691
"11077","2020","1958170","Oakland Acres",100,30,94,28,0.94,0.397396527413112
"11078","2020","1958395","Oakville",91,34,78,32,0.857142857142857,0.47562314897329
"11079","2020","1954705","Mount Pleasant",4057,274,1116,232,0.275080108454523,0.0601272677610475
"11080","2020","1958530","Ocheyedan",270,76,199,66,0.737037037037037,0.32061453933955
"11081","2020","1958575","Odebolt",412,77,269,62,0.652912621359223,0.193741969289064
"11082","2020","1958620","Oelwein",2416,193,907,156,0.375413907284768,0.0711941107323416
"11083","2020","1958665","Ogden",746,156,548,115,0.734584450402145,0.217625411546002
"11084","2020","1958710","Okoboji",510,123,342,73,0.670588235294118,0.21597430453191
"11085","2020","1958890","Olds",88,34,88,34,1,0.546400694553241
"11086","2020","1958980","Olin",452,141,396,132,0.876106194690266,0.399971006625491
"11087","2020","1959070","Ollie",68,25,62,22,0.911764705882353,0.465870608351471
"11088","2020","1959115","Onawa",1367,145,441,109,0.322604242867593,0.0867691499121309
"11089","2020","1959250","Onslow",119,37,106,36,0.890756302521008,0.410151931299489
"11090","2020","1959475","Orange City",3333,254,898,182,0.269426942694269,0.0583381111064327
"11091","2020","1959520","Orchard",33,16,25,14,0.757575757575758,0.561157618342559
"11092","2020","1959565","Orient",215,62,167,49,0.776744186046512,0.319552364149371
"11093","2020","1959655","Orleans",206,69,198,68,0.961165048543689,0.461098459955736
"11094","2020","1959745","Osage",1760,135,897,152,0.509659090909091,0.0947995439914246
"11095","2020","1959835","Osceola",2396,283,753,188,0.314273789649416,0.0868015512540036
"11096","2020","1959925","Oskaloosa",5661,277,2091,205,0.369369369369369,0.0404724313266483
"11097","2020","1959970","Ossian",420,101,319,80,0.759523809523809,0.263896284643703
"11098","2020","1960015","Osterdock",25,19,25,19,1,1.07480230740355
"11099","2020","1960105","Otho",254,51,250,50,0.984251968503937,0.278937043700162
"11100","2020","1960240","Oto",24,12,18,10,0.75,0.560567668628071
"11101","2020","1960285","Otranto CDP",0,10,0,10,NA,NA
"11102","2020","1960420","Ottosen",3,5,3,5,1,2.35702260395516
"11103","2020","1960465","Ottumwa",11240,403,2267,314,0.201690391459075,0.0288567225452351
"11104","2020","1960555","Owasa",8,7,5,5,0.625,0.830480141619894
"11105","2020","1960645","Oxford",415,106,340,80,0.819277108433735,0.284518744668988
"11106","2020","1960690","Oxford Junction",185,60,161,50,0.87027027027027,0.390782520599123
"11107","2020","1960780","Oyens",66,38,51,28,0.772727272727273,0.614752658515183
"11108","2020","1960825","Pacific Junction",149,48,141,47,0.946308724832215,0.438673267604003
"11109","2020","1960915","Packwood",200,84,182,82,0.91,0.560514799090978
"11110","2020","1961050","Palmer",70,28,60,27,0.857142857142857,0.516068339091098
"11111","2020","1961230","Palo",541,122,466,111,0.861367837338262,0.282539174213859
"11112","2020","1961275","Panama",154,53,78,30,0.506493506493506,0.261407691937976
"11113","2020","1961320","Panora",571,120,325,84,0.569176882661997,0.189603910086481
"11114","2020","1961365","Panorama Park",63,38,60,37,0.952380952380952,0.821534088291287
"11115","2020","1961590","Parkersburg",839,100,645,101,0.768772348033373,0.151286703645181
"11116","2020","1961725","Park View CDP",1844,352,1747,361,0.947396963123644,0.266518144249998
"11117","2020","1961770","Parnell",122,39,105,34,0.860655737704918,0.391615269945924
"11118","2020","1961815","Paton",121,33,93,28,0.768595041322314,0.312229835361609
"11119","2020","1961860","Patterson",137,62,134,62,0.978102189781022,0.633040444135373
"11120","2020","1961905","Paullina",480,97,338,75,0.704166666666667,0.211337292779966
"11121","2020","1962040","Pella",5585,302,1785,205,0.319606087735004,0.0405704943033941
