address,city,state,full_address,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,roof,roof_confidence,img_used
542 W SYCAMORE ST,Ogden,Iowa,"542 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0343233,42.040797,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.63,poor_siding,36.31,good_gutter,70.51,FALSE,0,G_OG_542 W SYCAMORE ST_
314 N 1ST ST,Ogden,Iowa,"314 N 1ST ST, Ogden, Iowa",,,,,-94.0283788,42.0416618,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
302 NE 3RD ST,Ogden,Iowa,"302 NE 3RD ST, Ogden, Iowa",,,,,-94.0259453,42.0413995,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
615 NW 7TH ST,Ogden,Iowa,"615 NW 7TH ST, Ogden, Iowa",,,,,-94.0360788,42.0447897,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.27,chipped_paint,35.46,good_gutter,67.89,FALSE,0,G_OG_615 NW 7TH ST_
962 N 1ST ST,Ogden,Iowa,"962 N 1ST ST, Ogden, Iowa",,,,,-94.028881,42.047129,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.05,poor_siding,36.21,good_gutter,64.61,FALSE,0,G_OG_962 N 1ST ST_
872 N 1ST ST,Ogden,Iowa,"872 N 1ST ST, Ogden, Iowa",,,,,-94.0283987,42.0468157,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.53,poor_siding,36.63,good_gutter,66.22,FALSE,0,G_OG_872 N 1ST ST_
310 NE 4TH ST,Ogden,Iowa,"310 NE 4TH ST, Ogden, Iowa",,,,,-94.024143,42.041165,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.57,poor_siding,37.51,good_gutter,65.65,FALSE,0,G_OG_310 NE 4TH ST_
217 NE 4TH ST,Ogden,Iowa,"217 NE 4TH ST, Ogden, Iowa",,,,,-94.023692,42.0406044,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.18,chipped_paint,36.25,good_gutter,68.43,FALSE,0,G_OG_217 NE 4TH ST_
214 SW 6TH ST,Ogden,Iowa,"214 SW 6TH ST, Ogden, Iowa",,,,,-94.0348419,42.037458,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.79,poor_siding,37.66,good_gutter,69.02,FALSE,0,G_OG_214 SW 6TH ST_
614 W MULBERRY ST,Ogden,Iowa,"614 W MULBERRY ST, Ogden, Iowa",,,,,-94.0352409,42.0377143,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.35,poor_siding,36.29,good_gutter,69.76,FALSE,0,G_OG_614 W MULBERRY ST_
614 W OAK ST,Ogden,Iowa,"614 W OAK ST, Ogden, Iowa",,,,,-94.0353207,42.0361283,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.56,poor_siding,39.52,poor/no_gutter,56.54,FALSE,0,G_OG_614 W OAK ST_
431 SW 4TH ST,Ogden,Iowa,"431 SW 4TH ST, Ogden, Iowa",,,,,-94.0312911,42.0335663,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
118 SW 3RD ST,Ogden,Iowa,"118 SW 3RD ST, Ogden, Iowa",,,,,-94.0311714,42.0382818,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.08,poor_siding,37.5,good_gutter,69.88,FALSE,0,G_OG_118 SW 3RD ST_
207 SW 5TH ST,Ogden,Iowa,"207 SW 5TH ST, Ogden, Iowa",,,,,-94.0330463,42.0375899,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.4,poor_siding,37.24,good_gutter,61.44,FALSE,0,G_OG_207 SW 5TH ST_
226 SW 5TH ST,Ogden,Iowa,"226 SW 5TH ST, Ogden, Iowa",,,,,-94.0335652,42.0372325,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
214 SW 4TH ST,Ogden,Iowa,"214 SW 4TH ST, Ogden, Iowa",,,,,-94.0322885,42.0373931,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
213 SW 5TH ST,Ogden,Iowa,"213 SW 5TH ST, Ogden, Iowa",,,,,-94.0330066,42.0374065,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.22,poor_siding,37.78,good_gutter,56.13,FALSE,0,G_OG_213 SW 5TH ST_
326 SW 9TH ST,Ogden,Iowa,"326 SW 9TH ST, Ogden, Iowa",,,,,-94.0393108,42.0350228,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.53,poor_siding,38.11,good_gutter,53.88,FALSE,0,G_OG_326 SW 9TH ST_
208 SW 4TH ST,Ogden,Iowa,"208 SW 4TH ST, Ogden, Iowa",,,,,-94.0322885,42.0375862,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
201 SW 6TH ST,Ogden,Iowa,"201 SW 6TH ST, Ogden, Iowa",,,,,-94.0342036,42.0378279,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.14,poor_siding,38.36,good_gutter,59.56,FALSE,0,G_OG_201 SW 6TH ST_
513 SW 5TH ST,Ogden,Iowa,"513 SW 5TH ST, Ogden, Iowa",,,,,-94.0325678,42.0329423,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
202 SW 5TH ST,Ogden,Iowa,"202 SW 5TH ST, Ogden, Iowa",,,,,-94.0336051,42.0378489,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.67,poor_siding,36.92,good_gutter,69.27,FALSE,0,G_OG_202 SW 5TH ST_
207 SW 6TH ST,Ogden,Iowa,"207 SW 6TH ST, Ogden, Iowa",,,,,-94.034044,42.0376018,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.18,poor_siding,36.2,good_gutter,70.3,FALSE,0,G_OG_207 SW 6TH ST_
202 SW 4TH ST,Ogden,Iowa,"202 SW 4TH ST, Ogden, Iowa",,,,,-94.0323084,42.0377978,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.67,poor_siding,38.19,good_gutter,67.75,FALSE,0,G_OG_202 SW 4TH ST_
201 SW 5TH ST,Ogden,Iowa,"201 SW 5TH ST, Ogden, Iowa",,,,,-94.0329667,42.0378327,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.75,poor_siding,36.9,good_gutter,70.08,FALSE,0,G_OG_201 SW 5TH ST_
314 W DIVISION ST,Ogden,Iowa,"314 W DIVISION ST, Ogden, Iowa",,,,,-94.0312113,42.0342643,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
346 W WALNUT ST,Ogden,Iowa,"346 W WALNUT ST, Ogden, Iowa",,,,,-94.0318297,42.0388186,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
114 SW 3RD ST,Ogden,Iowa,"114 SW 3RD ST, Ogden, Iowa",,,,,-94.0311115,42.0384576,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
113 SW 4TH ST,Ogden,Iowa,"113 SW 4TH ST, Ogden, Iowa",,,,,-94.0316701,42.0384381,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
238 SW 6TH ST,Ogden,Iowa,"238 SW 6TH ST, Ogden, Iowa",,,,,-94.0349417,42.0367015,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.12,poor_siding,36.87,good_gutter,65.23,FALSE,0,G_OG_238 SW 6TH ST_
426 SW 4TH ST,Ogden,Iowa,"426 SW 4TH ST, Ogden, Iowa",,,,,-94.0318297,42.0337212,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
332 SW 3RD ST,Ogden,Iowa,"332 SW 3RD ST, Ogden, Iowa",,,,,-94.0310318,42.0352939,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.1,poor_siding,37.15,good_gutter,70.66,FALSE,0,G_OG_332 SW 3RD ST_
308 SW 3RD ST,Ogden,Iowa,"308 SW 3RD ST, Ogden, Iowa",,,,,-94.0310916,42.0360449,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.87,poor_siding,38.82,poor/no_gutter,63.52,FALSE,0,G_OG_308 SW 3RD ST_
331 SW 5TH ST,Ogden,Iowa,"331 SW 5TH ST, Ogden, Iowa",,,,,-94.0329468,42.0355357,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
320 SW 3RD ST,Ogden,Iowa,"320 SW 3RD ST, Ogden, Iowa",,,,,-94.0311115,42.0358318,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.9,poor_siding,40.29,poor/no_gutter,69.57,FALSE,0,G_OG_320 SW 3RD ST_
326 SW 3RD ST,Ogden,Iowa,"326 SW 3RD ST, Ogden, Iowa",,,,,-94.0310517,42.0355828,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.91,poor_siding,36.2,good_gutter,57.81,FALSE,0,G_OG_326 SW 3RD ST_
225 SW 4TH ST,Ogden,Iowa,"225 SW 4TH ST, Ogden, Iowa",,,,,-94.03169,42.0369893,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.13,poor_siding,36.74,good_gutter,69.41,FALSE,0,G_OG_225 SW 4TH ST_
243 SW 5TH ST,Ogden,Iowa,"243 SW 5TH ST, Ogden, Iowa",,,,,-94.0329468,42.0364625,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.12,poor_siding,37.26,good_gutter,56.48,FALSE,0,G_OG_243 SW 5TH ST_
250 SW 6TH ST,Ogden,Iowa,"250 SW 6TH ST, Ogden, Iowa",,,,,-94.0348619,42.0364726,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.71,poor_siding,37.16,good_gutter,64.98,FALSE,0,G_OG_250 SW 6TH ST_
619 W MULBERRY ST,Ogden,Iowa,"619 W MULBERRY ST, Ogden, Iowa",,,,,-94.0355202,42.0382451,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.12,poor_siding,42.19,poor/no_gutter,71.64,FALSE,0,G_OG_619 W MULBERRY ST_
505 W MULBERRY ST,Ogden,Iowa,"505 W MULBERRY ST, Ogden, Iowa",,,,,-94.0335851,42.0382937,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.41,poor_siding,37.25,good_gutter,66.68,FALSE,0,G_OG_505 W MULBERRY ST_
620 W WALNUT ST UNIT UNIT 7,Ogden,Iowa,"620 W WALNUT ST UNIT UNIT 7, Ogden, Iowa",,,,,-94.0320167,42.0395595,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,39.74,chipped_paint,35.33,good_gutter,68.21,FALSE,0,G_OG_620 W WALNUT ST UNIT UNIT 7_
623 W MULBERRY ST,Ogden,Iowa,"623 W MULBERRY ST, Ogden, Iowa",,,,,-94.0359591,42.0382683,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
620 W WALNUT ST,Ogden,Iowa,"620 W WALNUT ST, Ogden, Iowa",,,,,-94.0355003,42.0386899,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
402 W WALNUT ST,Ogden,Iowa,"402 W WALNUT ST, Ogden, Iowa",,,,,-94.0322685,42.0386874,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
506 SW 5TH ST,Ogden,Iowa,"506 SW 5TH ST, Ogden, Iowa",,,,,-94.033299,42.033198,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
220 W VETERANS DR,Ogden,Iowa,"220 W VETERANS DR, Ogden, Iowa",,,,,-94.0304932,42.0317792,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
534 W WALNUT ST,Ogden,Iowa,"534 W WALNUT ST, Ogden, Iowa",,,,,-94.0339043,42.0387459,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
302 SW 3RD ST,Ogden,Iowa,"302 SW 3RD ST, Ogden, Iowa",,,,,-94.0311115,42.0362179,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
302 W VETERANS DR,Ogden,Iowa,"302 W VETERANS DR, Ogden, Iowa",,,,,-94.0308921,42.0317652,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
302 S 1ST ST,Ogden,Iowa,"302 S 1ST ST, Ogden, Iowa",,,,,-94.0283987,42.0361585,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.74,poor_siding,36.63,good_gutter,59.84,FALSE,0,G_OG_302 S 1ST ST_
432 SW 4TH ST,Ogden,Iowa,"432 SW 4TH ST, Ogden, Iowa",,,,,-94.0318496,42.0335081,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.48,poor_siding,37.92,good_gutter,68.97,FALSE,0,G_OG_432 SW 4TH ST_
546 W WALNUT ST,Ogden,Iowa,"546 W WALNUT ST, Ogden, Iowa",,,,,-94.0342834,42.0387905,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
308 W VETERANS DR,Ogden,Iowa,"308 W VETERANS DR, Ogden, Iowa",,,,,-94.0312711,42.0317326,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
419 SW 4TH ST,Ogden,Iowa,"419 SW 4TH ST, Ogden, Iowa",,,,,-94.0312911,42.0339525,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
613 W DIVISION ST,Ogden,Iowa,"613 W DIVISION ST, Ogden, Iowa",,,,,-94.0353407,42.0348339,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.1,poor_siding,37.73,poor/no_gutter,70.33,FALSE,0,G_OG_613 W DIVISION ST_
501 SW 4TH ST,Ogden,Iowa,"501 SW 4TH ST, Ogden, Iowa",,,,,-94.0312512,42.0332974,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.32,poor_siding,39.12,good_gutter,55.2,FALSE,0,G_OG_501 SW 4TH ST_
501 W DIVISION ST,Ogden,Iowa,"501 W DIVISION ST, Ogden, Iowa",,,,,-94.0335253,42.034801,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
207 HAWS CIR,Ogden,Iowa,"207 HAWS CIR, Ogden, Iowa",,,,,-94.030136,42.030945,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
545 W MULBERRY ST,Ogden,Iowa,"545 W MULBERRY ST, Ogden, Iowa",,,,,-94.0343033,42.0382685,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.43,poor_siding,36.51,good_gutter,69.75,FALSE,0,G_OG_545 W MULBERRY ST_
521 W MULBERRY ST,Ogden,Iowa,"521 W MULBERRY ST, Ogden, Iowa",,,,,-94.0339043,42.0382825,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
314 SW 6TH ST,Ogden,Iowa,"314 SW 6TH ST, Ogden, Iowa",,,,,-94.0348619,42.0357775,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
638 HAWS DR,Ogden,Iowa,"638 HAWS DR, Ogden, Iowa",,,,,-94.0292963,42.0307011,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.7,poor_siding,38.26,good_gutter,63.45,FALSE,0,G_OG_638 HAWS DR_
208 HAWS CIR,Ogden,Iowa,"208 HAWS CIR, Ogden, Iowa",,,,,-94.0297551,42.0310133,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.04,poor_siding,36.25,good_gutter,68.37,FALSE,0,G_OG_208 HAWS CIR_
438 S 1ST ST,Ogden,Iowa,"438 S 1ST ST, Ogden, Iowa",,,,,-94.028388,42.0335279,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.53,poor_siding,37.67,good_gutter,55.44,FALSE,0,G_OG_438 S 1ST ST_
413 SW 5TH ST,Ogden,Iowa,"413 SW 5TH ST, Ogden, Iowa",,,,,-94.0327074,42.0337677,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
237 SW 5TH ST,Ogden,Iowa,"237 SW 5TH ST, Ogden, Iowa",,,,,-94.0329667,42.0367128,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.07,poor_siding,36.91,good_gutter,70.22,FALSE,0,G_OG_237 SW 5TH ST_
307 SW 2ND ST,Ogden,Iowa,"307 SW 2ND ST, Ogden, Iowa",,,,,-94.0290171,42.0359631,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.93,poor_siding,39.04,good_gutter,59.77,FALSE,0,G_OG_307 SW 2ND ST_
338 SW 2ND ST,Ogden,Iowa,"338 SW 2ND ST, Ogden, Iowa",,,,,-94.0299147,42.0349469,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.1,poor_siding,39.08,good_gutter,67.67,FALSE,0,G_OG_338 SW 2ND ST_
301 SW 2ND ST,Ogden,Iowa,"301 SW 2ND ST, Ogden, Iowa",,,,,-94.0290969,42.0361534,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.9,poor_siding,36.01,good_gutter,58.68,FALSE,0,G_OG_301 SW 2ND ST_
311 W WALNUT ST,Ogden,Iowa,"311 W WALNUT ST, Ogden, Iowa",,,,,-94.0312113,42.0392458,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.15,poor_siding,37.85,good_gutter,61.43,FALSE,0,G_OG_311 W WALNUT ST_
220 SW 4TH ST,Ogden,Iowa,"220 SW 4TH ST, Ogden, Iowa",,,,,-94.0323284,42.0372372,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.71,poor_siding,41.3,poor/no_gutter,53.01,FALSE,0,G_OG_220 SW 4TH ST_
205 HAWS CIR,Ogden,Iowa,"205 HAWS CIR, Ogden, Iowa",,,,,-94.03048,42.03104,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
114 W DIVISION ST,Ogden,Iowa,"114 W DIVISION ST, Ogden, Iowa",,,,,-94.0287976,42.0343681,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
311 W WALNUT ST,Ogden,Iowa,"311 W WALNUT ST, Ogden, Iowa",,,,,-94.0312113,42.0392458,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.15,poor_siding,37.85,good_gutter,61.43,FALSE,0,G_OG_311 W WALNUT ST_
232 SW 6TH ST,Ogden,Iowa,"232 SW 6TH ST, Ogden, Iowa",,,,,-94.0348619,42.036936,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.14,poor_siding,36.56,good_gutter,59.62,FALSE,0,G_OG_232 SW 6TH ST_
526 SW 4TH ST,Ogden,Iowa,"526 SW 4TH ST, Ogden, Iowa",,,,,-94.0318097,42.0326599,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.88,poor_siding,37.51,good_gutter,69.61,FALSE,0,G_OG_526 SW 4TH ST_
701 W OAK ST,Ogden,Iowa,"701 W OAK ST, Ogden, Iowa",,,,,-94.0367172,42.0364654,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.06,poor_siding,36.97,good_gutter,66.14,FALSE,0,G_OG_701 W OAK ST_
107 SW 2ND ST,Ogden,Iowa,"107 SW 2ND ST, Ogden, Iowa",,,,,-94.0291367,42.038662,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
113 W WALNUT ST,Ogden,Iowa,"113 W WALNUT ST, Ogden, Iowa",,,,,-94.029037,42.0393026,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
120 S 1ST ST,Ogden,Iowa,"120 S 1ST ST, Ogden, Iowa",,,,,-94.0282591,42.038268,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
244 SW 4TH ST,Ogden,Iowa,"244 SW 4TH ST, Ogden, Iowa",,,,,-94.0322885,42.0365049,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
701 W WALNUT ST,Ogden,Iowa,"701 W WALNUT ST, Ogden, Iowa",,,,,-94.0373556,42.0392619,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
107 SW 8TH ST,Ogden,Iowa,"107 SW 8TH ST, Ogden, Iowa",,,,,-94.0374953,42.038311,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.36,poor_siding,36.14,good_gutter,68.68,FALSE,0,G_OG_107 SW 8TH ST_
320 S 1ST ST,Ogden,Iowa,"320 S 1ST ST, Ogden, Iowa",,,,,-94.0284187,42.0358682,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
103 SW 8TH ST,Ogden,Iowa,"103 SW 8TH ST, Ogden, Iowa",,,,,-94.037586,42.0387158,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.57,poor_siding,36.02,good_gutter,66.18,FALSE,0,G_OG_103 SW 8TH ST_
713 W MULBERRY ST,Ogden,Iowa,"713 W MULBERRY ST, Ogden, Iowa",,,,,-94.0371162,42.0382277,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.08,poor_siding,38.25,poor/no_gutter,51.13,FALSE,0,G_OG_713 W MULBERRY ST_
520 SW 4TH ST,Ogden,Iowa,"520 SW 4TH ST, Ogden, Iowa",,,,,-94.0318097,42.032853,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
231 SW 8TH ST,Ogden,Iowa,"231 SW 8TH ST, Ogden, Iowa",,,,,-94.0373955,42.0367119,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.51,poor_siding,37.39,good_gutter,67.77,FALSE,0,G_OG_231 SW 8TH ST_
114 W WALNUT ST,Ogden,Iowa,"114 W WALNUT ST, Ogden, Iowa",,,,,-94.0287179,42.0387732,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
432 S 1ST ST,Ogden,Iowa,"432 S 1ST ST, Ogden, Iowa",,,,,-94.028299,42.0338643,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
108 W DIVISION ST,Ogden,Iowa,"108 W DIVISION ST, Ogden, Iowa",,,,,-94.0284984,42.0343979,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
414 S 1ST ST,Ogden,Iowa,"414 S 1ST ST, Ogden, Iowa",,,,,-94.0282391,42.034156,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44,poor_siding,35.88,good_gutter,68.79,FALSE,0,G_OG_414 S 1ST ST_
207 HAWS DR,Ogden,Iowa,"207 HAWS DR, Ogden, Iowa",,,,,-94.0296554,42.0306499,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.14,poor_siding,36.72,good_gutter,67.88,FALSE,0,G_OG_207 HAWS DR_
716 W WALNUT ST,Ogden,Iowa,"716 W WALNUT ST, Ogden, Iowa",,,,,-94.0371313,42.038712,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
714 W WALNUT ST,Ogden,Iowa,"714 W WALNUT ST, Ogden, Iowa",,,,,-94.0370078,42.0387122,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
207 SW 9TH ST,Ogden,Iowa,"207 SW 9TH ST, Ogden, Iowa",,,,,-94.0386923,42.0375739,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.76,poor_siding,37.26,good_gutter,67.09,FALSE,0,G_OG_207 SW 9TH ST_
326 SW 5TH ST,Ogden,Iowa,"326 SW 5TH ST, Ogden, Iowa",,,,,-94.0335652,42.0354561,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
319 SW 6TH ST,Ogden,Iowa,"319 SW 6TH ST, Ogden, Iowa",,,,,-94.0341437,42.0357254,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
331 SW 6TH ST,Ogden,Iowa,"331 SW 6TH ST, Ogden, Iowa",,,,,-94.0342834,42.0351606,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
302 SW 4TH ST,Ogden,Iowa,"302 SW 4TH ST, Ogden, Iowa",,,,,-94.0322486,42.036236,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
308 SW 5TH ST,Ogden,Iowa,"308 SW 5TH ST, Ogden, Iowa",,,,,-94.033645,42.0360712,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
331 SW 7TH ST,Ogden,Iowa,"331 SW 7TH ST, Ogden, Iowa",,,,,-94.0359192,42.0352963,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.2,poor_siding,38.22,good_gutter,67.35,FALSE,0,G_OG_331 SW 7TH ST_
631 W DIVISION ST,Ogden,Iowa,"631 W DIVISION ST, Ogden, Iowa",,,,,-94.0358793,42.0348343,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.24,poor_siding,36.23,good_gutter,62.93,FALSE,0,G_OG_631 W DIVISION ST_
313 SW 6TH ST,Ogden,Iowa,"313 SW 6TH ST, Ogden, Iowa",,,,,-94.0342235,42.0359544,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
401 W VETERANS DR,Ogden,Iowa,"401 W VETERANS DR, Ogden, Iowa",,,,,-94.0319095,42.0322509,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.59,poor_siding,35.18,good_gutter,66.8,FALSE,0,G_OG_401 W VETERANS DR_
219 SW 8TH ST,Ogden,Iowa,"219 SW 8TH ST, Ogden, Iowa",,,,,-94.0373357,42.0372353,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.7,poor_siding,36.67,poor/no_gutter,54.28,FALSE,0,G_OG_219 SW 8TH ST_
237 SW 8TH ST,Ogden,Iowa,"237 SW 8TH ST, Ogden, Iowa",,,,,-94.0373357,42.036463,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.1,poor_siding,38.89,good_gutter,67.44,FALSE,0,G_OG_237 SW 8TH ST_
413 W DIVISION ST,Ogden,Iowa,"413 W DIVISION ST, Ogden, Iowa",,,,,-94.0327274,42.0347904,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.39,poor_siding,39.92,poor/no_gutter,66.19,FALSE,0,G_OG_413 W DIVISION ST_
213 SW 8TH ST,Ogden,Iowa,"213 SW 8TH ST, Ogden, Iowa",,,,,-94.0372758,42.0375657,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.53,poor_siding,36.3,good_gutter,63.57,FALSE,0,G_OG_213 SW 8TH ST_
520 S 1ST ST,Ogden,Iowa,"520 S 1ST ST, Ogden, Iowa",,,,,-94.028299,42.0328988,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
