address,city,state,source,city_id,image_name,image_url,lon,lat,date,sq_ft,year_built,assessed_value
105 3RD AVE NW,Independence,Iowa,V,D,V_D_105_3RD_AVE_NW,,-91.8968546,42.4691093,,,,
115 17TH AVE NW,Independence,Iowa,V,D,V_D_115_17TH_AVE_NW,,-91.915421,42.4695149,,,,
1304 1ST ST W,Independence,Iowa,V,D,V_D_1304_1ST_ST_W,,-91.9096949,42.4691077,,,,
111 7TH AVE NW,Independence,Iowa,V,D,V_D_111_7TH_AVE_NW,,-91.9017766,42.4691814,,,,
117 13TH AVE NW,Independence,Iowa,V,D,V_D_117_13TH_AVE_NW,,-91.9092178,42.4692882,,,,
100 1ST ST W,Independence,Iowa,V,D,V_D_100_1ST_ST_W,,-91.8949825,42.4689979,,,,
110 8TH AVE NW,Independence,Iowa,V,D,V_D_110_8TH_AVE_NW,,-91.9024253,42.469209,,,,
110 15TH AVE NW,Independence,Iowa,V,D,V_D_110_15TH_AVE_NW,,-91.9110306,42.4692773,,,,
110 6TH AVE NW,Independence,Iowa,V,D,V_D_110_6TH_AVE_NW,,-91.8999833,42.4692111,,,,
400 1ST ST W,Independence,Iowa,V,D,V_D_400_1ST_ST_W,,-91.8981328,42.4690307,,,,
101 16TH AVE NW,Independence,Iowa,V,D,V_D_101_16TH_AVE_NW,,-91.9134732,42.46916,,,,
1210 1ST ST W,Independence,Iowa,V,D,V_D_1210_1ST_ST_W,,-91.9084736,42.469128,,,,
107 3RD AVE NW,Independence,Iowa,V,D,V_D_107_3RD_AVE_NW,,-91.8968555,42.4691272,,,,
106 9TH AVE NW,Independence,Iowa,V,D,V_D_106_9TH_AVE_NW,,-91.9037703,42.4693114,,,,
114 8TH AVE NW,Independence,Iowa,V,D,V_D_114_8TH_AVE_NW,,-91.9021963,42.4693662,,,,
115 7TH AVE NW,Independence,Iowa,V,D,V_D_115_7TH_AVE_NW,,-91.9017957,42.4693537,,,,
114 6TH AVE NW,Independence,Iowa,V,D,V_D_114_6TH_AVE_NW,,-91.8999737,42.4693742,,,,
507 2ND ST NW,Independence,Iowa,V,D,V_D_507_2ND_ST_NW,,-91.8995254,42.469372,,,,
501 2ND ST NW,Independence,Iowa,V,D,V_D_501_2ND_ST_NW,,-91.8992583,42.4693764,,,,
415 2ND ST NW,Independence,Iowa,V,D,V_D_415_2ND_ST_NW,,-91.8988958,42.4693249,,,,
409 2ND ST NW,Independence,Iowa,V,D,V_D_409_2ND_ST_NW,,-91.8985715,42.4693494,,,,
114 4TH AVE NW,Independence,Iowa,V,D,V_D_114_4TH_AVE_NW,,-91.8975414,42.4694048,,,,
1805 220TH ST,Independence,Iowa,V,D,V_D_1805_220TH_ST,,-91.9227106,42.4695428,,,,
109 3RD AVE NW,Independence,Iowa,V,D,V_D_109_3RD_AVE_NW,,-91.8968155,42.4693937,,,,
203 12TH AVE NW,Independence,Iowa,V,D,V_D_203_12TH_AVE_NW,,-91.9082828,42.469553,,,,
200 16TH AVE NW,Independence,Iowa,V,D,V_D_200_16TH_AVE_NW,,-91.9133969,42.4697748,,,,
200 1ST ST W,Independence,Iowa,V,D,V_D_200_1ST_ST_W,,-91.8961488,42.4690634,,,,
109 8TH AVE NW,Independence,Iowa,V,D,V_D_109_8TH_AVE_NW,,-91.9030745,42.4693432,,,,
201 15TH AVE NW,Independence,Iowa,V,D,V_D_201_15TH_AVE_NW,,-91.9117176,42.4694959,,,,
2000 1ST ST W,Independence,Iowa,V,D,V_D_2000_1ST_ST_W,,-91.9198094,42.4688243,,,,
112 9TH AVE NW,Independence,Iowa,V,D,V_D_112_9TH_AVE_NW,,-91.9037608,42.4695704,,,,
202 15TH AVE NW,Independence,Iowa,V,D,V_D_202_15TH_AVE_NW,,-91.9110115,42.4696419,,,,
900 1ST ST W,Independence,Iowa,V,D,V_D_900_1ST_ST_W,,-91.9046957,42.4689222,,,,
205 15TH AVE NW,Independence,Iowa,V,D,V_D_205_15TH_AVE_NW,,-91.9116413,42.469804,,,,
201 8TH AVE NW,Independence,Iowa,V,D,V_D_201_8TH_AVE_NW,,-91.9029213,42.4696994,,,,
203 13TH AVE NW,Independence,Iowa,V,D,V_D_203_13TH_AVE_NW,,-91.9092751,42.4697666,,,,
202 13TH AVE NW,Independence,Iowa,V,D,V_D_202_13TH_AVE_NW,,-91.9086645,42.4697001,,,,
203 12TH AVE NW,Independence,Iowa,V,D,V_D_203_12TH_AVE_NW,,-91.9082828,42.469553,,,,
600 2ND ST NW,Independence,Iowa,V,D,V_D_600_2ND_ST_NW,,-91.9004984,42.4697586,,,,
1809 220TH ST,Independence,Iowa,V,D,V_D_1809_220TH_ST,,-91.9218899,42.4691538,,,,
205 8TH AVE NW,Independence,Iowa,V,D,V_D_205_8TH_AVE_NW,,-91.9029976,42.4698515,,,,
300 2ND ST NW,Independence,Iowa,V,D,V_D_300_2ND_ST_NW,,-91.8968113,42.4697139,,,,
712 2ND ST NW,Independence,Iowa,V,D,V_D_712_2ND_ST_NW,,-91.9023871,42.4697465,,,,
708 2ND ST NW,Independence,Iowa,V,D,V_D_708_2ND_ST_NW,,-91.9021582,42.469712,,,,
416 1ST ST W,Independence,Iowa,V,D,V_D_416_1ST_ST_W,,-91.8990029,42.46893,,,,
706 2ND ST NW,Independence,Iowa,V,D,V_D_706_2ND_ST_NW,,-91.9020055,42.4697145,,,,
201 7TH AVE NW,Independence,Iowa,V,D,V_D_201_7TH_AVE_NW,,-91.9017598,42.4697564,,,,
2189 IOWA AVE (PART),Independence,Iowa,V,D,V_D_2189_IOWA_AVE_(PART),,-91.9196646,42.4614472,,,,
614 2ND ST NW,Independence,Iowa,V,D,V_D_614_2ND_ST_NW,,-91.901212,42.469817,,,,
610 2ND ST NW,Independence,Iowa,V,D,V_D_610_2ND_ST_NW,,-91.9010135,42.4697693,,,,
 2ND ST NW,Independence,Iowa,V,D,V_D_2ND_ST_NW,,-91.8985541,42.4695727,,,,
207 6TH AVE NW,Independence,Iowa,V,D,V_D_207_6TH_AVE_NW,,-91.9004793,42.4699315,,,,
1818 1ST ST W,Independence,Iowa,V,D,V_D_1818_1ST_ST_W,,-91.9177481,42.4690887,,,,
312/314 2ND ST NW,Independence,Iowa,V,D,V_D_312/314_2ND_ST_NW,,-91.8975985,42.4696987,,,,
514 2ND ST NW,Independence,Iowa,V,D,V_D_514_2ND_ST_NW,,-91.9000214,42.4697857,,,,
508 2ND ST NW,Independence,Iowa,V,D,V_D_508_2ND_ST_NW,,-91.8996589,42.4697725,,,,
400 2ND ST NW,Independence,Iowa,V,D,V_D_400_2ND_ST_NW,,-91.8980374,42.4697801,,,,
500 2ND ST NW,Independence,Iowa,V,D,V_D_500_2ND_ST_NW,,-91.899182,42.4697995,,,,
201 16TH AVE &200 17TH NW,Independence,Iowa,V,D,V_D_201_16TH_AVE_&200_17TH_NW,,,,,,,
1810 1ST ST W,Independence,Iowa,V,D,V_D_1810_1ST_ST_W,,-91.9169466,42.4690638,,,,
418 2ND ST NW,Independence,Iowa,V,D,V_D_418_2ND_ST_NW,,-91.8989722,42.4698605,,,,
1511 3RD ST NW,Independence,Iowa,V,D,V_D_1511_3RD_ST_NW,,-91.9124046,42.4700981,,,,
406 2ND ST NW,Independence,Iowa,V,D,V_D_406_2ND_ST_NW,,-91.8982854,42.4697952,,,,
1507 3RD ST NW,Independence,Iowa,V,D,V_D_1507_3RD_ST_NW,,-91.9120229,42.4701044,,,,
115 17TH AVE NW,Independence,Iowa,V,D,V_D_115_17TH_AVE_NW,,-91.915421,42.4695149,,,,
209 15TH AVE NW,Independence,Iowa,V,D,V_D_209_15TH_AVE_NW,,-91.9116413,42.4700341,,,,
310 2ND ST NW,Independence,Iowa,V,D,V_D_310_2ND_ST_NW,,-91.897467,42.4697446,,,,
115 17TH AVE NW,Independence,Iowa,V,D,V_D_115_17TH_AVE_NW,,-91.915421,42.4695149,,,,
210 15TH AVE NW,Independence,Iowa,V,D,V_D_210_15TH_AVE_NW,,-91.9111069,42.4701197,,,,
304 2ND ST NW,Independence,Iowa,V,D,V_D_304_2ND_ST_NW,,-91.8970197,42.4680448,,,,
215 17TH AVE NW,Independence,Iowa,V,D,V_D_215_17TH_AVE_NW,,-91.9145419,42.4700625,,,,
205 3RD AVE NW,Independence,Iowa,V,D,V_D_205_3RD_AVE_NW,,-91.896814,42.469969,,,,
214 9TH AVE NW,Independence,Iowa,V,D,V_D_214_9TH_AVE_NW,,-91.9037799,42.4702412,,,,
412 2ND ST NW,Independence,Iowa,V,D,V_D_412_2ND_ST_NW,,-91.8986097,42.4697706,,,,
211 8TH AVE NW,Independence,Iowa,V,D,V_D_211_8TH_AVE_NW,,-91.9029595,42.4700439,,,,
1305 3RD ST NW,Independence,Iowa,V,D,V_D_1305_3RD_ST_NW,,-91.9093323,42.47013,,,,
210 8TH AVE NW,Independence,Iowa,V,D,V_D_210_8TH_AVE_NW,,-91.9024253,42.4701294,,,,
211 7TH AVE NW,Independence,Iowa,V,D,V_D_211_7TH_AVE_NW,,-91.9017384,42.4701024,,,,
210 13TH AVE NW,Independence,Iowa,V,D,V_D_210_13TH_AVE_NW,,-91.9087408,42.4700056,,,,
1201 3RD ST NW,Independence,Iowa,V,D,V_D_1201_3RD_ST_NW,,-91.9075835,42.4703769,,,,
210 7TH AVE NW,Independence,Iowa,V,D,V_D_210_7TH_AVE_NW,,-91.9011852,42.470054,,,,
211 6TH AVE NW,Independence,Iowa,V,D,V_D_211_6TH_AVE_NW,,-91.9004984,42.4700654,,,,
1208 1ST ST W,Independence,Iowa,V,D,V_D_1208_1ST_ST_W,,-91.9075959,42.469411,,,,
1101 3RD ST NW,Independence,Iowa,V,D,V_D_1101_3RD_ST_NW,,-91.9067563,42.4700385,,,,
211 4TH AVE NW,Independence,Iowa,V,D,V_D_211_4TH_AVE_NW,,-91.8981137,42.4701623,,,,
207 10TH AVE NW,Independence,Iowa,V,D,V_D_207_10TH_AVE_NW,,-91.9064511,42.470197,,,,
210 4TH AVE NW,Independence,Iowa,V,D,V_D_210_4TH_AVE_NW,,-91.8975413,42.4696788,,,,
209 3RD AVE NW,Independence,Iowa,V,D,V_D_209_3RD_AVE_NW,,-91.8969286,42.4701208,,,,
305 10TH AVE NW,Independence,Iowa,V,D,V_D_305_10TH_AVE_NW,,-91.9055543,42.4708446,,,,
514 3RD ST NW,Independence,Iowa,V,D,V_D_514_3RD_ST_NW,,-91.8999642,42.4706878,,,,
506 3RD ST NW,Independence,Iowa,V,D,V_D_506_3RD_ST_NW,,-91.8995063,42.4706954,,,,
500 3RD ST NW,Independence,Iowa,V,D,V_D_500_3RD_ST_NW,,-91.8992583,42.4706803,,,,
416 3RD ST NW,Independence,Iowa,V,D,V_D_416_3RD_ST_NW,,-91.8990294,42.4706457,,,,
408 3RD ST NW,Independence,Iowa,V,D,V_D_408_3RD_ST_NW,,-91.8985334,42.4706922,,,,
406 3RD ST NW,Independence,Iowa,V,D,V_D_406_3RD_ST_NW,,-91.8983426,42.4706954,,,,
303 4TH AVE NW,Independence,Iowa,V,D,V_D_303_4TH_AVE_NW,,-91.898034,42.470749,,,,
214 9TH AVE NW,Independence,Iowa,V,D,V_D_214_9TH_AVE_NW,,-91.9037799,42.4702412,,,,
809 3RD ST NW,Independence,Iowa,V,D,V_D_809_3RD_ST_NW,,-91.9035264,42.470322,,,,
215 8TH AVE NW,Independence,Iowa,V,D,V_D_215_8TH_AVE_NW,,-91.9034746,42.4702463,,,,
214 8TH AVE NW,Independence,Iowa,V,D,V_D_214_8TH_AVE_NW,,-91.9024825,42.4702627,,,,
709 3RD ST NW,Independence,Iowa,V,D,V_D_709_3RD_ST_NW,,-91.9022726,42.4702853,,,,
215 7TH AVE NW,Independence,Iowa,V,D,V_D_215_7TH_AVE_NW,,-91.9017766,42.4702935,,,,
615 3RD ST NW,Independence,Iowa,V,D,V_D_615_3RD_ST_NW,,-91.9011661,42.4702653,,,,
215 6TH AVE NW,Independence,Iowa,V,D,V_D_215_6TH_AVE_NW,,-91.9005556,42.4702754,,,,
513 3RD ST NW,Independence,Iowa,V,D,V_D_513_3RD_ST_NW,,-91.8996188,42.4702451,,,,
505 3RD ST NW,Independence,Iowa,V,D,V_D_505_3RD_ST_NW,,-91.8995636,42.4702918,,,,
501 3RD ST NW,Independence,Iowa,V,D,V_D_501_3RD_ST_NW,,-91.8992583,42.4702584,,,,
419 3RD ST NW,Independence,Iowa,V,D,V_D_419_3RD_ST_NW,,-91.8990294,42.4702622,,,,
415 3RD ST NW,Independence,Iowa,V,D,V_D_415_3RD_ST_NW,,-91.8988005,42.470266,,,,
409 3RD ST NW,Independence,Iowa,V,D,V_D_409_3RD_ST_NW,,-91.8985715,42.4702698,,,,
215 4TH AVE NW,Independence,Iowa,V,D,V_D_215_4TH_AVE_NW,,-91.8980374,42.4702786,,,,
214 4TH AVE NW,Independence,Iowa,V,D,V_D_214_4TH_AVE_NW,,-91.8975411,42.4697158,,,,
309 3RD ST NW,Independence,Iowa,V,D,V_D_309_3RD_ST_NW,,-91.8970307,42.470296,,,,
305 3RD ST NW,Independence,Iowa,V,D,V_D_305_3RD_ST_NW,,-91.896997,42.4702959,,,,
213 3RD AVE NW,Independence,Iowa,V,D,V_D_213_3RD_AVE_NW,,-91.8968079,42.470298,,,,
 2ND ST NW,Independence,Iowa,V,D,V_D_2ND_ST_NW,,-91.8985541,42.4695727,,,,
1212 3RD ST NW,Independence,Iowa,V,D,V_D_1212_3RD_ST_NW,,-91.9085118,42.4705463,,,,
1106 3RD ST NW,Independence,Iowa,V,D,V_D_1106_3RD_ST_NW,,-91.9072906,42.4705665,,,,
2189 IOWA AVE,Independence,Iowa,V,D,V_D_2189_IOWA_AVE,,-91.9196646,42.4614472,,,,
1100 3RD ST NW,Independence,Iowa,V,D,V_D_1100_3RD_ST_NW,,-91.9067754,42.4705559,,,,
1000 3RD ST NW,Independence,Iowa,V,D,V_D_1000_3RD_ST_NW,,-91.9055543,42.4706145,,,,
1218 3RD ST NW,Independence,Iowa,V,D,V_D_1218_3RD_ST_NW,,-91.908798,42.470599,,,,
1206 3RD ST NW,Independence,Iowa,V,D,V_D_1206_3RD_ST_NW,,-91.9081493,42.4705714,,,,
1200 3RD ST NW,Independence,Iowa,V,D,V_D_1200_3RD_ST_NW,,-91.907844,42.4705765,,,,
304 12TH AVE NW,Independence,Iowa,V,D,V_D_304_12TH_AVE_NW,,-91.9073479,42.4707765,,,,
304 11TH AVE NW,Independence,Iowa,V,D,V_D_304_11TH_AVE_NW,,-91.9061649,42.4707961,,,,
708 3RD ST NW,Independence,Iowa,V,D,V_D_708_3RD_ST_NW,,-91.9021963,42.4706317,,,,
307 7TH AVE NW,Independence,Iowa,V,D,V_D_307_7TH_AVE_NW,,-91.9017766,42.4708304,,,,
308 4TH AVE NW,Independence,Iowa,V,D,V_D_308_4TH_AVE_NW,,-91.8972743,42.4710965,,,,
405 17TH AVE NW,Independence,Iowa,V,D,V_D_405_17TH_AVE_NW,,-91.914434,42.471161,,,,
315 10TH AVE NW,Independence,Iowa,V,D,V_D_315_10TH_AVE_NW,,-91.9055924,42.4711124,,,,
315 O'BRIEN COURT NW,Independence,Iowa,V,D,V_D_315_O'BRIEN_COURT_NW,,-91.8893386,42.4685978,,,,
314 12TH AVE NW,Independence,Iowa,V,D,V_D_314_12TH_AVE_NW,,-91.9073669,42.4712555,,,,
713 4TH ST NW,Independence,Iowa,V,D,V_D_713_4TH_ST_NW,,-91.9024825,42.4707995,,,,
711 4TH ST NW,Independence,Iowa,V,D,V_D_711_4TH_ST_NW,,-91.9022345,42.471168,,,,
315 11TH AVE NW,Independence,Iowa,V,D,V_D_315_11TH_AVE_NW,,-91.90668,42.4711902,,,,
315 7TH AVE NW,Independence,Iowa,V,D,V_D_315_7TH_AVE_NW,,-91.9018199,42.4711744,,,,
314 11TH AVE NW,Independence,Iowa,V,D,V_D_314_11TH_AVE_NW,,-91.9062221,42.4712745,,,,
312 6TH AVE NW,Independence,Iowa,V,D,V_D_312_6TH_AVE_NW,,-91.8998879,42.4711492,,,,
509 4TH ST NW,Independence,Iowa,V,D,V_D_509_4TH_ST_NW,,-91.8995063,42.4711555,,,,
507 4TH ST NW,Independence,Iowa,V,D,V_D_507_4TH_ST_NW,,-91.8993346,42.4711392,,,,
413 4TH ST NW,Independence,Iowa,V,D,V_D_413_4TH_ST_NW,,-91.8990485,42.4711631,,,,
409 4TH ST NW,Independence,Iowa,V,D,V_D_409_4TH_ST_NW,,-91.8985906,42.4711706,,,,
305 4TH AVE NW,Independence,Iowa,V,D,V_D_305_4TH_AVE_NW,,-91.8981328,42.4710248,,,,
403 4TH ST NW,Independence,Iowa,V,D,V_D_403_4TH_ST_NW,,-91.8982663,42.4711952,,,,
401 O'BRIEN COURT NW,Independence,Iowa,V,D,V_D_401_O'BRIEN_COURT_NW,,-91.8893386,42.4685978,,,,
312 4TH AVE NW,Independence,Iowa,V,D,V_D_312_4TH_AVE_NW,,-91.8975414,42.4712071,,,,
400 12TH AVE NW,Independence,Iowa,V,D,V_D_400_12TH_AVE_NW,,-91.9073479,42.4714284,,,,
401 11TH AVE NW,Independence,Iowa,V,D,V_D_401_11TH_AVE_NW,,-91.90668,42.4714203,,,,
400 11TH AVE NW,Independence,Iowa,V,D,V_D_400_11TH_AVE_NW,,-91.9062221,42.4714279,,,,
403 10TH AVE NW,Independence,Iowa,V,D,V_D_403_10TH_AVE_NW,,-91.9055924,42.4714191,,,,
402 O'BRIEN COURT,Independence,Iowa,V,D,V_D_402_O'BRIEN_COURT,,-91.8893386,42.4685978,,,,
403 12TH AVE NW,Independence,Iowa,V,D,V_D_403_12TH_AVE_NW,,-91.907844,42.4715352,,,,
410 12TH AVE NW,Independence,Iowa,V,D,V_D_410_12TH_AVE_NW,,-91.9073669,42.4718691,,,,
411 11TH AVE NW,Independence,Iowa,V,D,V_D_411_11TH_AVE_NW,,-91.90668,42.4718805,,,,
410 11TH AVE NW,Independence,Iowa,V,D,V_D_410_11TH_AVE_NW,,-91.9062412,42.4719069,,,,
400 17TH AVE NW,Independence,Iowa,V,D,V_D_400_17TH_AVE_NW,,-91.9133206,42.4712333,,,,
516 4TH ST NW,Independence,Iowa,V,D,V_D_516_4TH_ST_NW,,-91.8999642,42.4716848,,,,
 3RD ST NW,Independence,Iowa,V,D,V_D_3RD_ST_NW,,-91.9052589,42.4704113,,,,
410 7TH AVE NW,Independence,Iowa,V,D,V_D_410_7TH_AVE_NW,,-91.9012042,42.4719136,,,,
1861 3RD ST NW,Independence,Iowa,V,D,V_D_1861_3RD_ST_NW,,-91.9110879,42.470676,,,,
404 12TH AVE NW,Independence,Iowa,V,D,V_D_404_12TH_AVE_NW,,-91.9073669,42.471639,,,,
1808 218TH ST,Independence,Iowa,V,D,V_D_1808_218TH_ST,,-91.9217283,42.470731,,,,
405 11TH AVE NW,Independence,Iowa,V,D,V_D_405_11TH_AVE_NW,,-91.90668,42.4716504,,,,
 17TH AVE NW,Independence,Iowa,V,D,V_D_17TH_AVE_NW,,-91.9139757,42.4702695,,,,
407 O'BRIEN COURT,Independence,Iowa,V,D,V_D_407_O'BRIEN_COURT,,-91.8893386,42.4685978,,,,
404 11TH AVE NW,Independence,Iowa,V,D,V_D_404_11TH_AVE_NW,,-91.9062221,42.471658,,,,
403 8TH AVE NW,Independence,Iowa,V,D,V_D_403_8TH_AVE_NW,,-91.9029595,42.4715778,,,,
714 4TH ST NW,Independence,Iowa,V,D,V_D_714_4TH_ST_NW,,-91.9024634,42.4716627,,,,
710 4TH ST NW,Independence,Iowa,V,D,V_D_710_4TH_ST_NW,,-91.9021963,42.4715521,,,,
614 4TH ST NW,Independence,Iowa,V,D,V_D_614_4TH_ST_NW,,-91.9011852,42.471588,,,,
1846 218TH ST,Independence,Iowa,V,D,V_D_1846_218TH_ST,,-91.915589,42.471737,,,,
610 4TH ST NW,Independence,Iowa,V,D,V_D_610_4TH_ST_NW,,-91.9009753,42.4715723,,,,
606 4TH ST NW,Independence,Iowa,V,D,V_D_606_4TH_ST_NW,,-91.9007845,42.4716138,,,,
409 12TH AVE NW,Independence,Iowa,V,D,V_D_409_12TH_AVE_NW,,-91.907844,42.4717653,,,,
602 4TH ST NW,Independence,Iowa,V,D,V_D_602_4TH_ST_NW,,-91.9005174,42.4716949,,,,
415 17TH AVE NW,Independence,Iowa,V,D,V_D_415_17TH_AVE_NW,,-91.914435,42.471748,,,,
508 4TH ST NW,Independence,Iowa,V,D,V_D_508_4TH_ST_NW,,-91.8997352,42.4716119,,,,
504 4TH ST NW,Independence,Iowa,V,D,V_D_504_4TH_ST_NW,,-91.8994872,42.4715585,,,,
414 4TH ST NW,Independence,Iowa,V,D,V_D_414_4TH_ST_NW,,-91.899082,42.471648,,,,
405 10TH AVE NW,Independence,Iowa,V,D,V_D_405_10TH_AVE_NW,,-91.9055543,42.4717649,,,,
410 4TH ST NW,Independence,Iowa,V,D,V_D_410_4TH_ST_NW,,-91.8988386,42.4716076,,,,
708 8TH ST NW,Independence,Iowa,V,D,V_D_708_8TH_ST_NW,,-91.9022536,42.4751748,,,,
1400 1ST ST W,Independence,Iowa,V,D,V_D_1400_1ST_ST_W,,-91.9104963,42.4689027,,,,
1310 1ST ST W,Independence,Iowa,V,D,V_D_1310_1ST_ST_W,,-91.910191,42.4689844,,,,
816 1ST ST W,Independence,Iowa,V,D,V_D_816_1ST_ST_W,,-91.9036463,42.4691121,,,,
115 6TH AVE  NW,Independence,Iowa,V,D,V_D_115_6TH_AVE_NW,,-91.9006891,42.4691035,,,,
1300 3RD ST NW,Independence,Iowa,V,D,V_D_1300_3RD_ST_NW,,-91.909818,42.471296,,,,
411 O'BRIEN CT NW,Independence,Iowa,V,D,V_D_411_O'BRIEN_CT_NW,,-91.8893386,42.4685978,,,,
416 O'BRIEN COURT,Independence,Iowa,V,D,V_D_416_O'BRIEN_COURT,,-91.8893386,42.4685978,,,,
413 12TH AVE NW,Independence,Iowa,V,D,V_D_413_12TH_AVE_NW,,-91.9078249,42.4720149,,,,
817 5TH ST NW,Independence,Iowa,V,D,V_D_817_5TH_ST_NW,,-91.903924,42.471965,,,,
815 5TH ST NW,Independence,Iowa,V,D,V_D_815_5TH_ST_NW,,-91.9037608,42.4721014,,,,
414 12TH AVE NW,Independence,Iowa,V,D,V_D_414_12TH_AVE_NW,,-91.9073669,42.4720991,,,,
809 5TH ST NW,Independence,Iowa,V,D,V_D_809_5TH_ST_NW,,-91.9034555,42.4720681,,,,
 5TH ST NW,Independence,Iowa,V,D,V_D_5TH_ST_NW,,-91.9014879,42.4722641,,,,
413 8TH AVE NW,Independence,Iowa,V,D,V_D_413_8TH_AVE_NW,,-91.9029404,42.4720191,,,,
415 11TH AVE NW,Independence,Iowa,V,D,V_D_415_11TH_AVE_NW,,-91.90668,42.4721105,,,,
715 5TH ST NW,Independence,Iowa,V,D,V_D_715_5TH_ST_NW,,-91.902458,42.471979,,,,
414 11TH AVE NW,Independence,Iowa,V,D,V_D_414_11TH_AVE_NW,,-91.9062412,42.4720986,,,,
711 5TH ST NW,Independence,Iowa,V,D,V_D_711_5TH_ST_NW,,-91.9021582,42.4720512,,,,
411 7TH AVE NW,Independence,Iowa,V,D,V_D_411_7TH_AVE_NW,,-91.9017098,42.4719148,,,,
415 10TH AVE NW,Independence,Iowa,V,D,V_D_415_10TH_AVE_NW,,-91.9055543,42.4720717,,,,
414 7TH AVE NW,Independence,Iowa,V,D,V_D_414_7TH_AVE_NW,,-91.9012042,42.472067,,,,
413 6TH AVE NW,Independence,Iowa,V,D,V_D_413_6TH_AVE_NW,,-91.9005556,42.4720777,,,,
414 10TH AVE NW,Independence,Iowa,V,D,V_D_414_10TH_AVE_NW,,-91.90474,42.4720439,,,,
414 6TH AVE NW,Independence,Iowa,V,D,V_D_414_6TH_AVE_NW,,-91.8999833,42.4720872,,,,
507 5TH ST NW,Independence,Iowa,V,D,V_D_507_5TH_ST_NW,,-91.8995254,42.4720947,,,,
501 5TH ST NW,Independence,Iowa,V,D,V_D_501_5TH_ST_NW,,-91.8991438,42.472101,,,,
417 5TH ST NW,Independence,Iowa,V,D,V_D_417_5TH_ST_NW,,-91.898686,42.4720319,,,,
402 4TH ST NW,Independence,Iowa,V,D,V_D_402_4TH_ST_NW,,-91.898124,42.471817,,,,
1807 218TH ST,Independence,Iowa,V,D,V_D_1807_218TH_ST,,-91.9217181,42.4707098,,,,
816 5TH ST NW,Independence,Iowa,V,D,V_D_816_5TH_ST_NW,,-91.9038753,42.4724063,,,,
507 8TH AVE NW,Independence,Iowa,V,D,V_D_507_8TH_AVE_NW,,-91.9029404,42.4726326,,,,
714 5TH ST NW,Independence,Iowa,V,D,V_D_714_5TH_ST_NW,,-91.9024634,42.472468,,,,
710 5TH ST NW,Independence,Iowa,V,D,V_D_710_5TH_ST_NW,,-91.9022345,42.4724718,,,,
704 5TH ST NW,Independence,Iowa,V,D,V_D_704_5TH_ST_NW,,-91.9019674,42.4724762,,,,
505 7TH AVE NW,Independence,Iowa,V,D,V_D_505_7TH_AVE_NW,,-91.9017384,42.4725183,,,,
614 5TH ST NW,Independence,Iowa,V,D,V_D_614_5TH_ST_NW,,-91.901112,42.472532,,,,
602 5TH ST NW,Independence,Iowa,V,D,V_D_602_5TH_ST_NW,,-91.9007845,42.4724574,,,,
600 5TH ST NW,Independence,Iowa,V,D,V_D_600_5TH_ST_NW,,-91.9005174,42.4724618,,,,
500 6TH AVE NW,Independence,Iowa,V,D,V_D_500_6TH_AVE_NW,,-91.9000405,42.4725272,,,,
508 5TH ST NW,Independence,Iowa,V,D,V_D_508_5TH_ST_NW,,-91.8997925,42.4724738,,,,
506 5TH ST NW,Independence,Iowa,V,D,V_D_506_5TH_ST_NW,,-91.8994872,42.4724788,,,,
500 5TH ST NW,Independence,Iowa,V,D,V_D_500_5TH_ST_NW,,-91.8992965,42.4724436,,,,
1805 218TH ST,Independence,Iowa,V,D,V_D_1805_218TH_ST,,-91.9231115,42.4724313,,,,
511 8TH AVE NW,Independence,Iowa,V,D,V_D_511_8TH_AVE_NW,,-91.9030167,42.4727848,,,,
507 7TH AVE NW,Independence,Iowa,V,D,V_D_507_7TH_AVE_NW,,-91.9017766,42.4727861,,,,
513 6TH AVE NW,Independence,Iowa,V,D,V_D_513_6TH_AVE_NW,,-91.9005174,42.4728069,,,,
508 6TH AVE NW,Independence,Iowa,V,D,V_D_508_6TH_AVE_NW,,-91.9000214,42.4728151,,,,
811 6TH ST NW,Independence,Iowa,V,D,V_D_811_6TH_ST_NW,,-91.9037226,42.4729456,,,,
809 6TH ST NW,Independence,Iowa,V,D,V_D_809_6TH_ST_NW,,-91.9034555,42.4729501,,,,
515 8TH AVE NW,Independence,Iowa,V,D,V_D_515_8TH_AVE_NW,,-91.9029976,42.4729576,,,,
512 8TH AVE NW,Independence,Iowa,V,D,V_D_512_8TH_AVE_NW,,-91.9024825,42.4728703,,,,
515 7TH AVE NW,Independence,Iowa,V,D,V_D_515_7TH_AVE_NW,,-91.9017766,42.4729778,,,,
513 5TH AVE NW,Independence,Iowa,V,D,V_D_513_5TH_AVE_NW,,-91.8993537,42.4729987,,,,
500 5TH AVE NW,Independence,Iowa,V,D,V_D_500_5TH_AVE_NW,,-91.8985715,42.4724939,,,,
516 6TH AVE NW,Independence,Iowa,V,D,V_D_516_6TH_AVE_NW,,-91.9000214,42.4731602,,,,
601 8TH AVE NW,Independence,Iowa,V,D,V_D_601_8TH_AVE_NW,,-91.9030167,42.4733216,,,,
601 6TH AVE NW,Independence,Iowa,V,D,V_D_601_6TH_AVE_NW,,-91.9005937,42.4733425,,,,
708 6TH ST NW,Independence,Iowa,V,D,V_D_708_6TH_ST_NW,,-91.9023299,42.473333,,,,
