Parcel Number,Photo,url_shift,link,address,address_trim,Address_uncut,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
14.15.100.003,https://photos.camavision.com/4e916e8f2db2abb6b942603172176d3f/70,https://photos.camavision.com/4e916e8f2db2abb6b942603172176d3f,https://photos.camavision.com/4e916e8f2db2abb6b942603172176d3f,"3028 JAMESTOWN AVE, ROWLEY","3028 JAMESTOWN AVE, ROWLEY","
            3028 JAMESTOWN AVE, ROWLEY 
                      ",1 Story Frame,1968,1224,"$194,690 ","$194,690 ",https://buchanan.iowaassessors.com/results.php?page=71&history=-71&ts=1688576139
14.15.300.001,https://photos.camavision.com/469b42bfaa78e9f192a19f6f26cd2f91/70,https://photos.camavision.com/469b42bfaa78e9f192a19f6f26cd2f91,https://photos.camavision.com/469b42bfaa78e9f192a19f6f26cd2f91,"3068 JAMESTOWN AVE, ROWLEY","3068 JAMESTOWN AVE, ROWLEY","
            3068 JAMESTOWN AVE, ROWLEY 
                      ",2 Story Frame,2018,2928,"$598,800 ","$598,800 ",https://buchanan.iowaassessors.com/results.php?page=71&history=-71&ts=1688576139
14.16.400.005,https://photos.camavision.com/9f21c590f1de7112ddfe8b3c11d62fb3/70,https://photos.camavision.com/9f21c590f1de7112ddfe8b3c11d62fb3,https://photos.camavision.com/9f21c590f1de7112ddfe8b3c11d62fb3,"3101 JAMESTOWN AVE, ROWLEY","3101 JAMESTOWN AVE, ROWLEY","
            3101 JAMESTOWN AVE, ROWLEY 
                      ",1 Story Frame,1870,1386,"$126,600 ","$126,600 ",https://buchanan.iowaassessors.com/results.php?page=71&history=-71&ts=1688576139
14.28.200.007,https://photos.camavision.com/6bb0e0167c324ca3f34ca8c9e2985a77/70,https://photos.camavision.com/6bb0e0167c324ca3f34ca8c9e2985a77,https://photos.camavision.com/6bb0e0167c324ca3f34ca8c9e2985a77,"3203 JAMESTOWN AVE, ROWLEY","3203 JAMESTOWN AVE, ROWLEY","
            3203 JAMESTOWN AVE, ROWLEY 
                      ",1 1/2 Story Frame,1930,1622,"$171,550 ","$171,550 ",https://buchanan.iowaassessors.com/results.php?page=71&history=-71&ts=1688576139
10.09.102.007,https://photos.camavision.com/8acf84621cc9931abf20bd12b25125c6/70,https://photos.camavision.com/8acf84621cc9931abf20bd12b25125c6,https://photos.camavision.com/8acf84621cc9931abf20bd12b25125c6,"600 JUNIPER DR, INDEPENDENCE","600 JUNIPER DR, INDEPENDENCE","
            600 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2011,1670,"$238,300 ","$238,300 ",https://buchanan.iowaassessors.com/results.php?page=71&history=-71&ts=1688576139
10.09.103.004,https://photos.camavision.com/8001282913b0639cc63f25fdf9401a88/70,https://photos.camavision.com/8001282913b0639cc63f25fdf9401a88,https://photos.camavision.com/8001282913b0639cc63f25fdf9401a88,"601 JUNIPER DR, INDEPENDENCE","601 JUNIPER DR, INDEPENDENCE","
            601 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2010,1822,"$332,410 ","$332,410 ",https://buchanan.iowaassessors.com/results.php?page=71&history=-71&ts=1688576139
10.09.102.006,https://photos.camavision.com/c2ad2603649e5a1daf93b50dd0da78f7/70,https://photos.camavision.com/c2ad2603649e5a1daf93b50dd0da78f7,https://photos.camavision.com/c2ad2603649e5a1daf93b50dd0da78f7,"602 JUNIPER DR, INDEPENDENCE","602 JUNIPER DR, INDEPENDENCE","
            602 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2010,1624,"$237,320 ","$237,320 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.102.004,https://photos.camavision.com/766399cc71f16757acada8d0a1b04308/70,https://photos.camavision.com/766399cc71f16757acada8d0a1b04308,https://photos.camavision.com/766399cc71f16757acada8d0a1b04308,"700 JUNIPER DR, INDEPENDENCE","700 JUNIPER DR, INDEPENDENCE","
            700 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2016,1252,"$291,580 ","$291,580 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.103.002,https://photos.camavision.com/8b5e01d5bdc6ef496739e93c9dc9b0e5/70,https://photos.camavision.com/8b5e01d5bdc6ef496739e93c9dc9b0e5,https://photos.camavision.com/8b5e01d5bdc6ef496739e93c9dc9b0e5,"701 JUNIPER DR, INDEPENDENCE","701 JUNIPER DR, INDEPENDENCE","
            701 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2012,1176,"$227,350 ","$227,350 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.102.003,https://photos.camavision.com/96979086728e57491a8cc3eadfa2fcd8/70,https://photos.camavision.com/96979086728e57491a8cc3eadfa2fcd8,https://photos.camavision.com/96979086728e57491a8cc3eadfa2fcd8,"702 JUNIPER DR, INDEPENDENCE","702 JUNIPER DR, INDEPENDENCE","
            702 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2011,1777,"$343,820 ","$343,820 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.103.001,https://photos.camavision.com/b1a416ebc987e92a05617bc2a9455777/70,https://photos.camavision.com/b1a416ebc987e92a05617bc2a9455777,https://photos.camavision.com/b1a416ebc987e92a05617bc2a9455777,"703 JUNIPER DR, INDEPENDENCE","703 JUNIPER DR, INDEPENDENCE","
            703 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2014,1344,"$237,930 ","$237,930 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.301.002,https://photos.camavision.com/30a3c5a023106ba2b3b678d365d88a4c/70,https://photos.camavision.com/30a3c5a023106ba2b3b678d365d88a4c,https://photos.camavision.com/30a3c5a023106ba2b3b678d365d88a4c,"802 JUNIPER DR, INDEPENDENCE","802 JUNIPER DR, INDEPENDENCE","
            802 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2006,1740,"$372,670 ","$372,670 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.302.003,https://photos.camavision.com/fa84dfbc15e0e38d663a91ab0d98de0a/70,https://photos.camavision.com/fa84dfbc15e0e38d663a91ab0d98de0a,https://photos.camavision.com/fa84dfbc15e0e38d663a91ab0d98de0a,"803 JUNIPER DR, INDEPENDENCE","803 JUNIPER DR, INDEPENDENCE","
            803 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2013,1588,"$339,770 ","$339,770 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.301.003,https://photos.camavision.com/7442b89bd8247ca83f39444ca86fea51/70,https://photos.camavision.com/7442b89bd8247ca83f39444ca86fea51,https://photos.camavision.com/7442b89bd8247ca83f39444ca86fea51,"804 JUNIPER DR, INDEPENDENCE","804 JUNIPER DR, INDEPENDENCE","
            804 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2007,1560,"$322,350 ","$322,350 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.305.001,https://photos.camavision.com/661c32d124a2b5a57a0d764a654bde71/70,https://photos.camavision.com/661c32d124a2b5a57a0d764a654bde71,https://photos.camavision.com/661c32d124a2b5a57a0d764a654bde71,"806 JUNIPER DR, INDEPENDENCE","806 JUNIPER DR, INDEPENDENCE","
            806 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2019,1390,"$277,960 ","$277,960 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.302.001,https://photos.camavision.com/905fb5ab9f690fc014f90449ca92a687/70,https://photos.camavision.com/905fb5ab9f690fc014f90449ca92a687,https://photos.camavision.com/905fb5ab9f690fc014f90449ca92a687,"807 JUNIPER DR, INDEPENDENCE","807 JUNIPER DR, INDEPENDENCE","
            807 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2015,1363,"$281,610 ","$281,610 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.305.002,,,,"808 JUNIPER DR, INDEPENDENCE","808 JUNIPER DR, INDEPENDENCE","
            808 JUNIPER DR, INDEPENDENCE
                      ",,,,"$23,910 ","$23,910 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.306.003,https://photos.camavision.com/895c99b43b6910ccfdb0e0689c3fc7f1/70,https://photos.camavision.com/895c99b43b6910ccfdb0e0689c3fc7f1,https://photos.camavision.com/895c99b43b6910ccfdb0e0689c3fc7f1,"SKIP809 / 811 JUNIPER DR, INDEPENDENCE","809 / 811 JUNIPER DR, INDEPENDENCE","
            809 / 811 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2021,1040,"$332,930 ","$332,930 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.306.004,https://photos.camavision.com/880d5de972bf856690ca183df4e3d8c8/70,https://photos.camavision.com/880d5de972bf856690ca183df4e3d8c8,https://photos.camavision.com/880d5de972bf856690ca183df4e3d8c8,"SKIP813 / 815 JUNIPER DR, INDEPENDENCE","813 / 815 JUNIPER DR, INDEPENDENCE","
            813 / 815 JUNIPER DR, INDEPENDENCE
                      ",1 Story Frame,2022,1040,"$326,910 ","$326,910 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.209.001,,,,"1400 KELLIE AVE, INDEPENDENCE","1400 KELLIE AVE, INDEPENDENCE","
            1400 KELLIE AVE, INDEPENDENCE
                      ",,,,"$7,030 ","$7,030 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.207.001,https://photos.camavision.com/31fda7e13fc50fa481e538d17ae55058/70,https://photos.camavision.com/31fda7e13fc50fa481e538d17ae55058,https://photos.camavision.com/31fda7e13fc50fa481e538d17ae55058,"1500 KELLIE AVE, INDEPENDENCE","1500 KELLIE AVE, INDEPENDENCE","
            1500 KELLIE AVE, INDEPENDENCE
                      ",1 Story Frame,2015,1123,"$244,740 ","$244,740 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.204.004,https://photos.camavision.com/eedb419874d3888c814ea540809ffd98/70,https://photos.camavision.com/eedb419874d3888c814ea540809ffd98,https://photos.camavision.com/eedb419874d3888c814ea540809ffd98,"1503 KELLIE AVE, INDEPENDENCE","1503 KELLIE AVE, INDEPENDENCE","
            1503 KELLIE AVE, INDEPENDENCE
                      ",1 Story Frame,2013,1488,"$269,160 ","$269,160 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.252.001,https://photos.camavision.com/06ebda3a246fe9219d3d5da3d86ca3fc/70,https://photos.camavision.com/06ebda3a246fe9219d3d5da3d86ca3fc,https://photos.camavision.com/06ebda3a246fe9219d3d5da3d86ca3fc,"1504 KELLIE AVE, INDEPENDENCE","1504 KELLIE AVE, INDEPENDENCE","
            1504 KELLIE AVE, INDEPENDENCE
                      ",1 Story Frame,2011,1840,"$361,810 ","$361,810 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.252.002,https://photos.camavision.com/d02c943d68b5940e25c346592423ffd3/70,https://photos.camavision.com/d02c943d68b5940e25c346592423ffd3,https://photos.camavision.com/d02c943d68b5940e25c346592423ffd3,"1600 KELLIE AVE, INDEPENDENCE","1600 KELLIE AVE, INDEPENDENCE","
            1600 KELLIE AVE, INDEPENDENCE
                      ",1 Story Frame,2012,1208,"$226,010 ","$226,010 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.251.006,https://photos.camavision.com/5df4335ffd11ac5bc2d39e4689144cf2/70,https://photos.camavision.com/5df4335ffd11ac5bc2d39e4689144cf2,https://photos.camavision.com/5df4335ffd11ac5bc2d39e4689144cf2,"1601 KELLIE AVE, INDEPENDENCE","1601 KELLIE AVE, INDEPENDENCE","
            1601 KELLIE AVE, INDEPENDENCE
                      ",1 Story Frame,2012,1838,"$442,110 ","$442,110 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.252.003,https://photos.camavision.com/cc19ef5314e6d4a57d87d8a16db1dc18/70,https://photos.camavision.com/cc19ef5314e6d4a57d87d8a16db1dc18,https://photos.camavision.com/cc19ef5314e6d4a57d87d8a16db1dc18,"1602 KELLIE AVE, INDEPENDENCE","1602 KELLIE AVE, INDEPENDENCE","
            1602 KELLIE AVE, INDEPENDENCE
                      ",1 Story Frame,2013,1278,"$268,210 ","$268,210 ",https://buchanan.iowaassessors.com/results.php?page=72&history=-72&ts=1688576139
10.09.251.010,https://photos.camavision.com/87531a33114b1f289b256c821e045ef2/70,https://photos.camavision.com/87531a33114b1f289b256c821e045ef2,https://photos.camavision.com/87531a33114b1f289b256c821e045ef2,"1605 KELLIE AVENUE, INDEPENDENCE","1605 KELLIE AVENUE, INDEPENDENCE","
            1605 KELLIE AVENUE, INDEPENDENCE
                      ",1 Story Frame,2017,1480,"$331,850 ","$331,850 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
10.09.251.012,https://photos.camavision.com/68cfb58807bc3139e7070975fd57c947/70,https://photos.camavision.com/68cfb58807bc3139e7070975fd57c947,https://photos.camavision.com/68cfb58807bc3139e7070975fd57c947,"1609 KELLIE AVENUE, INDEPENDENCE","1609 KELLIE AVENUE, INDEPENDENCE","
            1609 KELLIE AVENUE, INDEPENDENCE
                      ",1 Story Frame,2017,1268,"$262,400 ","$262,400 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
02.35.300.006,https://photos.camavision.com/b987b5413f634e7818043859ade702b6/70,https://photos.camavision.com/b987b5413f634e7818043859ade702b6,https://photos.camavision.com/b987b5413f634e7818043859ade702b6,"1574 KENTUCKY AVE, INDEPENDENCE","1574 KENTUCKY AVE, INDEPENDENCE","
            1574 KENTUCKY AVE,  INDEPENDENCE 
                      ",1 Story Frame,1960,936,"$196,500 ","$196,500 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
02.34.400.005,https://photos.camavision.com/6baf563bce4310b6cd4b411692c9e2a8/70,https://photos.camavision.com/6baf563bce4310b6cd4b411692c9e2a8,https://photos.camavision.com/6baf563bce4310b6cd4b411692c9e2a8,"1599 KENTUCKY AVE, INDEPENDENCE","1599 KENTUCKY AVE, INDEPENDENCE","
            1599 KENTUCKY AVE,  INDEPENDENCE 
                      ",1 Story Frame,1984,1500,"$246,390 ","$246,390 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
06.27.476.015,https://photos.camavision.com/822642221a2c8a5cd9e2f56ba5b7402a/70,https://photos.camavision.com/822642221a2c8a5cd9e2f56ba5b7402a,https://photos.camavision.com/822642221a2c8a5cd9e2f56ba5b7402a,"2077 KENTUCKY AVE, INDEPENDENCE","2077 KENTUCKY AVE, INDEPENDENCE","
            2077 KENTUCKY AVE,  INDEPENDENCE 
                      ",1 Story Frame,1950,864,"$136,500 ","$136,500 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
06.27.476.012,https://photos.camavision.com/a555291785500f39c7dfd089ee3f0014/70,https://photos.camavision.com/a555291785500f39c7dfd089ee3f0014,https://photos.camavision.com/a555291785500f39c7dfd089ee3f0014,"2083 KENTUCKY AVE, INDEPENDENCE","2083 KENTUCKY AVE, INDEPENDENCE","
            2083 KENTUCKY AVE,  INDEPENDENCE 
                      ",1 Story Frame,1999,1526,"$348,240 ","$348,240 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
02.35.100.005,,,,"1510 KENTUCKY AVE, INDEPENDENCE","1510 KENTUCKY AVE, INDEPENDENCE","
            1510 KENTUCKY AVE, INDEPENDENCE 
                      ",2 Story Frame,1890,1488,"$114,360 ","$114,360 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
06.27.476.017,https://photos.camavision.com/8081460c77acc1c993503d4efe8d4dc3/70,https://photos.camavision.com/8081460c77acc1c993503d4efe8d4dc3,https://photos.camavision.com/8081460c77acc1c993503d4efe8d4dc3,"2081 KENTUCKY AVE, INDEPENDENCE","2081 KENTUCKY AVE, INDEPENDENCE","
            2081 KENTUCKY AVE, INDEPENDENCE 
                      ",1 Story Frame,2007,1763,"$415,600 ","$415,600 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
10.34.200.010,https://photos.camavision.com/857c260ebfa8d0bc18587c89eda7f781/70,https://photos.camavision.com/857c260ebfa8d0bc18587c89eda7f781,https://photos.camavision.com/857c260ebfa8d0bc18587c89eda7f781,"2737 KING AVE, ROWLEY","2737 KING AVE, ROWLEY","
            2737 KING AVE,  ROWLEY 
                      ",1 1/2 Story Frame,1935,1610,"$177,970 ","$177,970 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
10.34.400.012,https://photos.camavision.com/43fb91b5a5ee25a86a28f48b27ff93c9/70,https://photos.camavision.com/43fb91b5a5ee25a86a28f48b27ff93c9,https://photos.camavision.com/43fb91b5a5ee25a86a28f48b27ff93c9,"2779 KING AVE, ROWLEY","2779 KING AVE, ROWLEY","
            2779 KING AVE,  ROWLEY 
                      ",2 Story Frame,1880,1560,"$235,960 ","$235,960 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
14.15.400.006,https://photos.camavision.com/5bdd2d318bf1c286e83bd5306fdf3762/70,https://photos.camavision.com/5bdd2d318bf1c286e83bd5306fdf3762,https://photos.camavision.com/5bdd2d318bf1c286e83bd5306fdf3762,"3067 KING AVE, ROWLEY","3067 KING AVE, ROWLEY","
            3067 KING AVE,  ROWLEY 
                      ",1 Story Frame,1958,1816,"$288,810 ","$288,810 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
06.26.400.004,https://photos.camavision.com/196b1659a94c06cd31aae74f17e35900/70,https://photos.camavision.com/196b1659a94c06cd31aae74f17e35900,https://photos.camavision.com/196b1659a94c06cd31aae74f17e35900,"2067 KING AVE, INDEPENDENCE","2067 KING AVE, INDEPENDENCE","
            2067 KING AVE, INDEPENDENCE 
                      ",1 Story Frame,1976,2574,"$370,490 ","$370,490 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
10.22.400.007,https://photos.camavision.com/b944b9f444feb69b2c3a486dad9874da/70,https://photos.camavision.com/b944b9f444feb69b2c3a486dad9874da,https://photos.camavision.com/b944b9f444feb69b2c3a486dad9874da,"2585 KING AVE, INDEPENDENCE","2585 KING AVE, INDEPENDENCE","
            2585 KING AVE, INDEPENDENCE 
                      ",1 Story Frame,1997,1960,"$306,730 ","$306,730 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
10.34.400.007,https://photos.camavision.com/744770ed138762e2e4693bdb7efa3458/70,https://photos.camavision.com/744770ed138762e2e4693bdb7efa3458,https://photos.camavision.com/744770ed138762e2e4693bdb7efa3458,"2799 KING AVE, ROWLEY","2799 KING AVE, ROWLEY","
            2799 KING AVE, ROWLEY 
                      ",1 Story Frame,2001,2098,"$293,620 ","$293,620 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
14.03.200.005,https://photos.camavision.com/edc502134219cba2fd2398852f57ef15/70,https://photos.camavision.com/edc502134219cba2fd2398852f57ef15,https://photos.camavision.com/edc502134219cba2fd2398852f57ef15,"SKIP@ 2799 KING AVE, ROWLEY","@ 2799 KING AVE, ROWLEY","
            @ 2799 KING AVE, ROWLEY 
                      ",,,,"$2,740 ","$2,740 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
13.28.100.005,,,,"1320 LAPORTE RD, BRANDON","1320 LAPORTE RD, BRANDON","
            1320 LAPORTE RD, BRANDON 
                      ",2 Story Frame,1910,1679,"$151,370 ","$151,370 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
02.35.400.006,,,,"1559 LAWRENCE AVE, INDEPENDENCE","1559 LAWRENCE AVE, INDEPENDENCE","
            1559 LAWRENCE AVE,  INDEPENDENCE 
                      ",1 Story Frame,1962,1218,"$197,350 ","$197,350 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
06.13.300.006,https://photos.camavision.com/cf84b570f597c77955f1318dab678d23/70,https://photos.camavision.com/cf84b570f597c77955f1318dab678d23,https://photos.camavision.com/cf84b570f597c77955f1318dab678d23,"1868 LAWRENCE AVE, INDEPENDENCE","1868 LAWRENCE AVE, INDEPENDENCE","
            1868 LAWRENCE AVE,  INDEPENDENCE 
                      ",2 Story Frame,1910,1576,"$135,100 ","$135,100 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
02.36.100.008,https://photos.camavision.com/481df5073721621707da761c01d73a1e/70,https://photos.camavision.com/481df5073721621707da761c01d73a1e,https://photos.camavision.com/481df5073721621707da761c01d73a1e,"1502 LAWRENCE AVE, INDEPENDENCE","1502 LAWRENCE AVE, INDEPENDENCE","
            1502 LAWRENCE AVE, INDEPENDENCE 
                      ",2 Story Frame,1912,2448,"$195,500 ","$195,500 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
02.36.100.010,https://photos.camavision.com/571b25e412e50666ca99c73745b9577f/70,https://photos.camavision.com/571b25e412e50666ca99c73745b9577f,https://photos.camavision.com/571b25e412e50666ca99c73745b9577f,"1528 LAWRENCE AVE, INDEPENDENCE","1528 LAWRENCE AVE, INDEPENDENCE","
            1528 LAWRENCE AVE, INDEPENDENCE 
                      ",2 Story Frame,1890,2160,"$242,260 ","$242,260 ",https://buchanan.iowaassessors.com/results.php?page=73&history=-73&ts=1688576139
06.11.400.003,https://photos.camavision.com/2e66712b462cefcbd54bbea893cca519/70,https://photos.camavision.com/2e66712b462cefcbd54bbea893cca519,https://photos.camavision.com/2e66712b462cefcbd54bbea893cca519,"1765 LAWRENCE AVE, INDEPENDENCE","1765 LAWRENCE AVE, INDEPENDENCE","
            1765 LAWRENCE AVE, INDEPENDENCE 
                      ",2 Story Frame,1870,1848,"$146,770 ","$146,770 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
06.13.400.002,https://photos.camavision.com/a23c0a5fdae5fc173063a5df67531614/70,https://photos.camavision.com/a23c0a5fdae5fc173063a5df67531614,https://photos.camavision.com/a23c0a5fdae5fc173063a5df67531614,"1870 LEE AVE, INDEPENDENCE","1870 LEE AVE, INDEPENDENCE","
            1870 LEE AVE,  INDEPENDENCE 
                      ",2 Story Frame,1925,2641,"$311,780 ","$311,780 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
06.24.300.009,https://photos.camavision.com/07cc88d06e5d91300919a8ed0014a09c/70,https://photos.camavision.com/07cc88d06e5d91300919a8ed0014a09c,https://photos.camavision.com/07cc88d06e5d91300919a8ed0014a09c,"1989 LEE AVE, INDEPENDENCE","1989 LEE AVE, INDEPENDENCE","
            1989 LEE AVE,  INDEPENDENCE 
                      ",1 Story Frame,1955,1583,"$140,850 ","$140,850 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
10.09.227.002,https://photos.camavision.com/e49a43db5152562a6171fb119c03944f/70,https://photos.camavision.com/e49a43db5152562a6171fb119c03944f,https://photos.camavision.com/e49a43db5152562a6171fb119c03944f,"1946 LOVERS LANE BLVD, INDEPENDENCE","1946 LOVERS LANE BLVD, INDEPENDENCE","
            1946 LOVERS LANE BLVD, INDEPENDENCE
                      ",Split Level Frame,1960,1810,"$221,550 ","$221,550 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
10.09.227.015,https://photos.camavision.com/5628943e46bbfdf76676c6bde1faa2a4/70,https://photos.camavision.com/5628943e46bbfdf76676c6bde1faa2a4,https://photos.camavision.com/5628943e46bbfdf76676c6bde1faa2a4,"1952 LOVERS LANE BLVD, INDEPENDENCE","1952 LOVERS LANE BLVD, INDEPENDENCE","
            1952 LOVERS LANE BLVD, INDEPENDENCE
                      ",1 1/2 Story Frame,1993,1744,"$196,460 ","$196,460 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
10.09.227.004,,,,"1954 LOVERS LANE BLVD, INDEPENDENCE","1954 LOVERS LANE BLVD, INDEPENDENCE","
            1954 LOVERS LANE BLVD, INDEPENDENCE
                      ",,,,"$42,670 ","$42,670 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
10.09.209.002,,,,"406 LOVERS LANE BLVD, INDEPENDENCE","406 LOVERS LANE BLVD, INDEPENDENCE","
            406 LOVERS LANE BLVD, INDEPENDENCE
                      ",,,,"$31,950 ","$31,950 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
10.25.100.002,https://photos.camavision.com/98bbf33802498139fe9db8bb3cc8170e/70,https://photos.camavision.com/98bbf33802498139fe9db8bb3cc8170e,https://photos.camavision.com/98bbf33802498139fe9db8bb3cc8170e,"2618 LUCAS AVE, INDEPENDENCE","2618 LUCAS AVE, INDEPENDENCE","
            2618 LUCAS AVE,  INDEPENDENCE 
                      ",1 Story Frame,1980,1280,"$234,080 ","$234,080 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
10.26.400.015,https://photos.camavision.com/3699487eeb7bd91a301dee79cd1299d3/70,https://photos.camavision.com/3699487eeb7bd91a301dee79cd1299d3,https://photos.camavision.com/3699487eeb7bd91a301dee79cd1299d3,"2683 LUCAS AVE, ROWLEY","2683 LUCAS AVE, ROWLEY","
            2683 LUCAS AVE,  ROWLEY 
                      ",1 Story Frame,1961,1554,"$241,650 ","$241,650 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
14.13.100.007,https://photos.camavision.com/2885fba06f1a26024c24406ffb0c8ff3/70,https://photos.camavision.com/2885fba06f1a26024c24406ffb0c8ff3,https://photos.camavision.com/2885fba06f1a26024c24406ffb0c8ff3,"3002 LUCAS AVE, ROWLEY","3002 LUCAS AVE, ROWLEY","
            3002 LUCAS AVE,  ROWLEY 
                      ",1 Story Frame,2003,2040,"$424,250 ","$424,250 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
10.36.100.006,https://photos.camavision.com/d65a2d283e1a64f802ac6271f0813e50/70,https://photos.camavision.com/d65a2d283e1a64f802ac6271f0813e50,https://photos.camavision.com/d65a2d283e1a64f802ac6271f0813e50,"2730 LUCAS AVE, ROWLEY","2730 LUCAS AVE, ROWLEY","
            2730 LUCAS AVE, ROWLEY 
                      ",1 Story Frame,2003,1312,"$281,550 ","$281,550 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
14.23.200.009,https://photos.camavision.com/aa5bcd71cace76490664b8d946eec43d/70,https://photos.camavision.com/aa5bcd71cace76490664b8d946eec43d,https://photos.camavision.com/aa5bcd71cace76490664b8d946eec43d,"3147 LUCAS AVE, ROWLEY","3147 LUCAS AVE, ROWLEY","
            3147 LUCAS AVE, ROWLEY 
                      ",1 1/2 Story Frame,1900,1397,"$114,390 ","$114,390 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
13.28.481.002,,,,"MAIN ST, BRANDON","MAIN ST, BRANDON","
             MAIN ST, BRANDON
                      ",,,,"$21,310 ","$21,310 ",https://buchanan.iowaassessors.com/results.php?page=74&history=-74&ts=1688576139
